case_number,year,century,sex,age,country,area,location,activity,type_attack,species
2002.04.20,2002,XXI,Male,Adult,Usa,Florida,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",Unprovoked,1.2 m [4'] shark
2002.04.18,2002,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2002.04.12,2002,XXI,Male,Adult,Australia,New South Wales,"Bar Beach, Newcastle",Swimming,Unprovoked,Unknown
2002.04.09,2002,XXI,Male,Adult,Bahamas,Abaco Islands,Walkers Cay,Standing,Unprovoked,"Bull shark, 400-lb "
2002.04.02,2002,XXI,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,3'  shark
2002.04.01,2002,XXI,Male,Young,Usa,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,Unprovoked,0.9 m [3'] shark
2002.03.25.b,2002,XXI,Male,Teen,Usa,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,Unprovoked,Tiger shark
2002.03.25.a,2002,XXI,Female,Teen,Usa,Florida,"Cocoa Beach, Brevard County",Wading,Unprovoked,� 
2002.03.24,2002,XXI,Male,Teen,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Swimming,Unprovoked,Unknown
2002.03.19,2002,XXI,Male,Young,Usa,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,Unprovoked,4' shark
2002.03.15.b,2002,XXI,Male,Adult,Usa,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,Unprovoked,"Nurse shark, 1m "
2002.03.15.a,2002,XXI,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,"Spinner shark, 3' to 4' "
2002.03.03,2002,XXI,Male,Adult,New Caledonia,Loyalty Islands,Lifou,Spearfishing,Invalid,Shark involvement prior to death unconfired
2002.02.23,2002,XXI,Male,Unknown,Turks & Caicos,Unknown,Unknown,Capsized fishing boat,Unprovoked,Unknown
2002.02.16,2002,XXI,Male,Old,Australia,Queensland,Sunshine Beach,Surfing,Unprovoked,"1.5 m [5'] ""whaler shark"""
2002.02.11,2002,XXI,Male,Teen,Fiji,Cikobia Island (north of Vanua Levu),Unknown,Unknown,Unprovoked,Unknown
2002.02.07,2002,XXI,Male,Adult,Australia,New South Wales,Paramatta River (near Sydney),Kayaking,Unprovoked,C. leucas tooth fragment recovered from kayak
2002.01.30.b,2002,XXI,Male,Young,Australia,New South Wales,Just north of Fingal Spit,Surfing,Unprovoked,"Tiger shark, 3 m [10']"
2002.01.30.a,2002,XXI,Male,Adult,Australia,Western Australia,Collie River ,Swimming,Unprovoked,Unknown
2002.01.04,2002,XXI,Male,Teen,South Africa,KwaZulu-Natal,Durban Harbor,Fishing,Unprovoked,Zambesi shark?
2002.01.03,2002,XXI,Unknown,Unknown,Brazil,Pernambuco,Candeias,Swimming,Unprovoked,Unknown
2002.01.01.b,2002,XXI,Male,Young,South Africa,KwaZulu-Natal,Mtunzini,Surf skiing,Unprovoked,Unidentified
2002.01.01.a,2002,XXI,Male,Adult,Usa,Hawaii,"Olowalu, Maui",Snorkeling,Unprovoked,"Tiger shark, 1.8 m [6'] "
2001.12.21,2001,XXI,Male,Adult,Australia,Western Australia,"Honeycombs, 250 km south of Perth",Surfing,Invalid,Unknown
2001.11.23,2001,XXI,Male,Adult,Australia,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,Unprovoked,Bronze whaler shark
2001.11.14,2001,XXI,Unknown,Unknown,Usa,Hawaii,"Kapalua, Maui",Surfing,Unprovoked,Unknown
2001.11.07,2001,XXI,Male,Unknown,Australia,Western Australia,"Leighton Beach, south of North Cottesloe",Surf-skiing,Invalid,Unknown
2001.10.07,2001,XXI,Male,Unknown,South Africa,KwaZulu-Natal,Salt Rock ,Kite-Boarding,Unprovoked,"Mako shark, 2 m [6.75'] "
2001.10.02,2001,XXI,Female,Young,Australia,Queensland,200 miles offshore,Snorkeling,Unprovoked,Bronze whaler shark?
2001.09.30.b,2001,XXI,Male,Young,Mexico,Guerrero,Ixtapa,Body surfing,Unprovoked,"Tiger shark, 1.8 m [6']"
2001.09.30.a,2001,XXI,Male,Adult,Australia,Queensland,"Moreton Bay, NE of Brisbane ",Unknown,Boating,4 m [13'] white shark
2001.09.24,2001,XXI,Male,Young,Usa,Florida,"Ponce Inlet, Volusia County","Surfing, fell off surfboard & stepped on the shark.",Provoked,4' shark
2001.09.18,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.09.16,2001,XXI,Male,Adult,Usa,Florida,"2 miles off Pompano Beach, Broward County",Wreck / Technical diving,Invalid,Questionable incident - shark bite may have precipitated drowning
2001.09.15.b,2001,XXI,Male,Children,Usa,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,Unprovoked,2' to 3.5' shark
2001.09.15.a,2001,XXI,Male,Teen,Usa,North Carolina,"North Topsail Beach, Onslow County",Surfing,Unprovoked,Unknown
2001.09.13,2001,XXI,Male,Unknown,United Kingdom,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Diving,Provoked,12' sandtiger shark
2001.09.08,2001,XXI,Male,Adult,Usa,Florida,"Everglades National Park, Monroe County",Fishing,Provoked,Unknown
2001.09.07.b,2001,XXI,Male,Teen,Usa,Florida,"Key Biscayne, Dade County",Walking in shallows,Unprovoked,Unknown
2001.09.07.a,2001,XXI,Female,Unknown,Usa,South Carolina,"Waites Island, Horry County",Swimming,Invalid,Shark involvement not confirmed
2001.09.03.b,2001,XXI,Male,Young,Usa,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,Unprovoked,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
2001.09.03.a,2001,XXI,Female,Young,Usa,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,Unprovoked,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
2001.09.02,2001,XXI,Male,Young,Usa,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,Unprovoked,1.5 m [5'] shark
2001.09.01,2001,XXI,Male,Children,Usa,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,Unprovoked,bull shark
2001.08.31,2001,XXI,Male,Adult,Bahamas,Abaco Islands,North of Grand Cay,Spearfishing,Unprovoked,3 m [10'] bull shark
2001.08.29,2001,XXI,Female,Young,Usa,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,Unprovoked,Unknown
2001.08.27,2001,XXI,Male,Senior,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,Unknown
2001.08.26,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,Unprovoked,Unknown
2001.08.25,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,Unprovoked,Unknown
2001.08.22,2001,XXI,Male,Teen,Usa,Florida,"Daytona, Volusia County ",Surfing,Unprovoked,a small shark
2001.08.21,2001,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.08.19.c,2001,XXI,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.08.19.b,2001,XXI,Female,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.08.19.a,2001,XXI,Female,Teen,Usa,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,Unprovoked,Unknown
2001.08.18.c,2001,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Possibly  a blacktip or spinner shark
2001.08.18.b,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,"3' shark, possibly  a blacktip or spinner shark"
2001.08.18.a,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,"Blacktip shark, 5' to 6' "
2001.08.16,2001,XXI,Male,Adult,Bahamas,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,Unprovoked,1.9 m [6.5'] bull shark
2001.08.12,2001,XXI,Male,Young,Thailand,Rayong Province,Laem Mae Pim Beach,Fell off banana boat,Unprovoked,3 m [10'] shark
2001.08.05,2001,XXI,Female,Unknown,Usa,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",Unknown,Unprovoked,Unknown
2001.08.04,2001,XXI,Male,Adult,Bahamas,Grand Bahama Island,Freeport,Swimming,Unprovoked,Unknown
2001.08.03,2001,XXI,Unknown,Unknown,Italy,Unknown,Rimini,Fishing,Boating,Unknown
2001.07.26,2001,XXI,Female,Unknown,Usa,South Carolina,"Myrtle Beach, Horry County",Unknown,Unprovoked,Unknown
2001.07.25,2001,XXI,Male,Unknown,Usa,Florida,"Taverniier, Monroe County",Unknown,Unprovoked,Unknown
2001.07.24,2001,XXI,Female,Unknown,Usa,Florida,"Marathon , Monroe County",Unknown,Unprovoked,Nurse shark
2001.07.21,2001,XXI,Unknown,Unknown,Usa,Massachusetts,Chatham Island,Fishing,Boating,"Mako shark, 14' "
2001.07.15.b,2001,XXI,Male,Adult,Usa,Florida,"Santa Rosa Island, Escambia County",Surfing,Unprovoked,Unknown
2001.07.15.a,2001,XXI,Male,Teen,Usa,Florida,"Amelia Island, Nassau County",Boogie boarding,Unprovoked,0.9 m  [3'] shark
2001.07.06.b,2001,XXI,Male,Adult,Mexico,Baja California,Ensenada,Surfing,Unprovoked,Unknown
2001.07.06.a,2001,XXI,Male,Children,Usa,Florida,Gulf Islands National Seashore,Swimming,Unprovoked,"Bull shark, 2.3 m [7.5'] "
2001.07.03,2001,XXI,Unknown,Unknown,Usa,South Carolina,"Isle of Palms, Charleston County ",Unknown,Unprovoked,Unknown
2001.07.00,2001,XXI,Male,Adult,Usa,Georgia,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,Unprovoked,Unknown
2001.06.12,2001,XXI,Male,Teen,Usa,Texas,Padre Island National Seashore,Swimming,Unprovoked,1.5 m [5'] shark
2001.06.10,2001,XXI,Male,Adult,Usa,California,Catalina Island,Spearfishing,Provoked,"White shark, 2.4 m to 3 m [8' to 10'] "
2001.06.09,2001,XXI,Male,Old,Australia,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),Hiking on the beach,Invalid,Unknown
2001.06.03,2001,XXI,Female,Young,Usa,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,Unprovoked,2' shark
2001.05.29,2001,XXI,Male,Teen,Usa,Texas,Galveston Island,Unknown,Unprovoked,Unknown
2001.05.23 ,2001,XXI,Male,Teen,Usa,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,Unprovoked,1.2 m to 1.5 m [4.5' to 5'] shark
2001.05.20,2001,XXI,Male,Unknown,Usa,South Carolina,"Fripp Island, Beaufort County",Swimming,Unprovoked,Unknown
2001.05.18,2001,XXI,Male,Young,Philippines,Zamboanga del Sur Province,Unknown,Shark fishing,Provoked,Unknown
2001.05.11,2001,XXI,Male,Unknown,Madagascar,Unknown,Shipwrecked Ferry M/V Samsonnette,Unknown,Invalid,Unknown
2001.05.08,2001,XXI,Male,Young,South Africa,Eastern Cape Province,East London,Surfing,Unprovoked,"White shark, 2.7 m to 3 m [9' to 10'] "
2001.05.04,2001,XXI,Male,Old,Australia,New South Wales,Noraville,Surfing,Unprovoked,Unknown
2001.05.03,2001,XXI,Male,Adult,Usa,Florida,"Jacksonville, Duval County",Surfing,Unprovoked,1.2 m to 1.5 m [4' to 5'] shark
2001.05.00,2001,XXI,Male,Unknown,Fiji,Taveuni,Unknown,"Spearfishing, carrying his catch",Unprovoked,Unknown
2001.04.28,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,Unprovoked,Unknown
2001.04.13.b,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.04.13.a,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Possibly a juvenile blacktip or spinner shark
2001.04.12.e,2001,XXI,Male,Young,Usa,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",Unknown,Unprovoked,Unknown
2001.04.12.d,2001,XXI,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Unknown
2001.04.12.c,2001,XXI,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Possibly a juvenile blacktip or spinner shark
2001.04.12.b,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Body boarding,Unprovoked,Possibly a juvenile blacktip or spinner shark
2001.04.12.a,2001,XXI,Male,Young,Usa,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,Unprovoked,Possibly a 1.5 m [5'] blacktip or spinner shark
2001.04.11.d,2001,XXI,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Possibly a juvenile blacktip or spinner shark
2001.04.11.c,2001,XXI,Male,Young,Usa,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,Unprovoked,Unknown
2001.04.11.a,2001,XXI,Male,Unknown,Usa,Hawaii,"Ewa Beach, O'ahu",Surfing,Unprovoked,"1 m shark, possibly whitetip reef shark"
2001.04.10,2001,XXI,Unknown,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,Possibly a juvenile blacktip or spinner shark
2001.04.08.b,2001,XXI,Male,Adult,South Africa,Eastern Cape Province,Cape St. Francis,Surfing,Unprovoked,"White shark, 2.7 m [9'] "
2001.04.08.a,2001,XXI,Male,Unknown,Australia,New South Wales,Bronte Beach,Snorkeling,Provoked,Wobbegong shark
2001.04.05,2001,XXI,Male,Young,Usa,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,Unprovoked,"""small shark"""
2001.04.02.b,2001,XXI,Female,Teen,Brazil,Rio Grande de Norte,"Praia de Camapum, Macau",Batin,Unprovoked,Unknown
2001.04.02.a,2001,XXI,Male,Adult,Australia,New South Wales,Nambucca River Entrance,Surfing,Unprovoked,Bronze whaler shark
2001.03.23,2001,XXI,Male,Unknown,Usa,Hawaii,"Sandy Beach, Oahu",Body-boarding,Unprovoked,Unknown
2001.03.09,2001,XXI,Male,Unknown,Usa,Florida,"Coral Cove Park, Jupiter Island, Martin County",Surfing,Unprovoked,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] "
2001.03.08,2001,XXI,Male,Teen,Brazil,Bahia,Nova Vicosa,Attempting to catch a crocodile,Invalid,Shark involvement not confirmed
2001.03.03,2001,XXI,Male,Young,Brazil,Pernambuco,"Boa Viagem Beach, Recife",Swimming,Unprovoked,Unknown
2001.03.00,2001,XXI,Unknown,Unknown,Caribbean Sea,Unknown,Between St. Maarten & Anguilla,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Sea Disaster,"Tiger shark, 8' "
2001.02.26,2001,XXI,Unknown,Unknown,Australia,Western Australia,Albany (incident took place 200 metres from swimmers),Fishing for whiting,Boating,"White shark, 5 m [16.5'] "
2001.02.11,2001,XXI,Female,Unknown,Malaysia,Off the western coast of peninsular Malaysia,Pulau Pangkor (Pangkor Island),Unknown,Invalid,Unknown
2001.02.04,2001,XXI,Male,Adult,Australia,New South Wales,Broome Head,Surfing,Unprovoked,"Bronze whaler shark, 2.5 m [8.25']  k"
2001.01.24.R,2001,XXI,Male,Adult,Australia,New South Wales,South West Rocks,Kayaking,Boating,5 m shark
2001.01.24,2001,XXI,Female,Adult,Cuba,Holquin Province,Off Blau Costa Verde resort,Swimming,Unprovoked,2 m [6.75'] shark
2001.01.21 ,2001,XXI,Unknown,Unknown,Australia,South Australia,Adelaide,Fishing,Boating,"White shark, 4.3 m [14'] "
2001.01.09,2001,XXI,Male,Unknown,Usa,California,"Sunset Cliffs, San Diego",Surfing,Unprovoked,"1.8 m to 2.4 m [6' to 8'] ""black finned shark"""
2001.01.06,2001,XXI,Male,Unknown,New Zealand,North Island,Sandy Bay/Whananaki,Kayaking,Boating,White shark
2000.12.24,2000,XX,Male,Young,Australia,Queensland,Flinders Cay,Scuba diving,Unprovoked,Unknown
2000.12.12,2000,XX,Male,Adult,Fiji,Taveuni,Garden Island Resort,Swimming back from anchored sailboat,Unprovoked,6 m [20'] shark
2000.12.11,2000,XX,Unknown,Unknown,Australia,South Australia,"3 km off Port Victoria, Yorke Peninsula",Fishing for whiting,Boating,"White shark, 4.5 m [14'9""] "
2000.12.05,2000,XX,Male,Young,Canada,New Brunswick,Bay of Fundy,Diving for sea urchins,Unprovoked,"Porbeagle shark, 3 m [10']rk"
2000.12.03,2000,XX,Male,Adult,Australia,Queensland,"Sykes Reef, Great Barrier Reef",Spearfishing,Unprovoked,"Bronze whaler shark, 2.5 m [8.25'] "
2000.12.00,2000,XX,Female,Unknown,New Zealand,Cook Islands,"Arorangi, Rarotonga",Surfing,Unprovoked,Unknown
2000.11.21,2000,XX,Male,Young,Australia,Queensland,Orpheus Island,Diving (shell maintenance),Unprovoked,"Tiger shark, 4 m "
2000.11.20,2000,XX,Male,Adult,Australia,South Australia,Ceduna,Shipwrecked,Invalid,Shark involvement not confirmed
2000.11.18,2000,XX,Male,Senior,Usa,Florida,"Bonita Springs, Lee County",Swimming,Unprovoked,1.2 m to 1.8 m [4' to 6'] shark
2000.11.10,2000,XX,Female,Young,Usa,Florida,"Vaughn Beach, Flagler County",Walking,Invalid,"Bull shark, 1.5 m to 1.8 m [5' to 6'] "
2000.11.06.b,2000,XX,Male,Adult,Australia,Western Australia,"Cottesloe Beach, Perth",Swimming,Unprovoked,"White shark, 4.9 m [16'] "
2000.11.06.a,2000,XX,Male,Adult,Australia,Western Australia,"Cottesloe Beach, Perth",Swimming,Unprovoked,"White shark, 5 m [16.5'] "
2000.11.04,2000,XX,Male,Young,Usa,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,Unprovoked,"White shark, 2.4 m to 3 m [8' to 10'] "
2000.10.29,2000,XX,Unknown,Adult,Australia,Queensland,Peel Island,Fishing ,Boating,White shark
2000.10.20,2000,XX,Male,Young,Usa,Florida,"Fort Pierce Inlet State Park, St Lucie County",Surfing,Unprovoked,Unknown
2000.10.18,2000,XX,Female,Senior,Usa,Hawaii,Olowalu,Swimming / snorkeling,Unprovoked,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] "
2000.10.14,2000,XX,Male,Senior,Usa,Florida,"South Beach, Sebastian, Indian River County",Swimming,Unprovoked,Unknown
2000.10.09,2000,XX,Male,Teen,Usa,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,Unprovoked,2.1 to 2.4 m [7' to 8'] shark
2000.10.06.b,2000,XX,Male,Young,Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,"Blacktip shark, 2' "
2000.10.06.a,2000,XX,Male,Teen,Usa,Florida,"New Smyrna Beach, Volusia County",Body surfing,Unprovoked,Unknown
2000.10.02,2000,XX,Male,Young,Usa,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,Unprovoked,Unknown
2000.09.29,2000,XX,Male,Unknown,Usa,California,"Mavericks, Half Moon Bay, San Mateo County",Sitting on surfboard,Unprovoked,"White shark, 4.3 m [14']"
2000.09.25,2000,XX,Male,Teen,Australia,South Australia,"Black Point, Eyre Peninsula",Surfing,Unprovoked,White shark
2000.09.24,2000,XX,Male,Young,Australia,South Australia,Cactus Beach near Penong,Surfing,Unprovoked,"White shark, 4 m to 5 m [13' to 16.5'] "
2000.09.18,2000,XX,Male,Teen,Australia,New South Wales,Wollongong,Fell onto dead shark,Provoked,100-kg [221-lb] dead blue shark
2000.09.16.b,2000,XX,Male,Adult,Okinawa,Miyako Island,Sunayama Beach,Surfing,Unprovoked,"White shark, 2.5 m "
2000.09.16.a,2000,XX,Unknown,Unknown,Usa,South Carolina,"Isle of Palms, Charleston County",Unknown,Unprovoked,Unknown
2000.09.15,2000,XX,Male,Adult,Usa,Florida,"Fort Pierce Inlet, St Lucie County",Standing / surfing,Unprovoked,Unknown
2000.09.12,2000,XX,Female,Young,Usa,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,Unprovoked,Unknown
2000.09.11,2000,XX,Male,Young,Usa,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,Unprovoked,60 cm to 90 cm [2' to 3'] shark
2000.09.10.b,2000,XX,Male,Children,Usa,Florida,"Vero Beach, Indian River County",Swimming,Unprovoked,Unknown
2000.09.10.a,2000,XX,Male,Adult,South Africa,Western Cape Province,Dyer Island,Free diving,Unprovoked,"White shark, 3.5 m [11.5']  male "
2000.09.08.c,2000,XX,Male,Young,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",Swimming,Unprovoked,Thought to involve a Zambesi shark
2000.09.08.b,2000,XX,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,1.5 m [5'] shark
2000.09.08.a,2000,XX,Male,Young,Reunion,Saint-Pierre,Pic du Diable ,Surfing,Unprovoked,"Tiger shark, 3 m [10'] "
2000.09.00.b,2000,XX,Unknown,Unknown,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam",Swimming,Unprovoked,Thought to involve a Zambesi shark
2000.08.31,2000,XX,Male,Adult,Usa,Florida,"New Smyrna Beach, Volusia County",Swimming,Unprovoked,A 2' shark was seen in the area by witnesses
2000.08.30,2000,XX,Male,Senior,Usa,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Jumped into the water,Unprovoked,"Thought to involve a 2.7 m [9'], 400-lb bull shark"
2000.08.27.R,2000,XX,Male,Unknown,Usa,Alaska,Prince William Sound,Conducting research,Provoked,Salmon shark
2000.08.21,2000,XX,Male,Unknown,Usa,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",Swimming out to porpoises ,Unprovoked,Unknown
2000.08.15,2000,XX,Male,Adult,Usa,Hawaii,"Kanaha Beach, Maui","Windsurfing, but sitting on his board",Unprovoked,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  "
2000.08.13,2000,XX,Male,Young,Usa,Florida,"South Jacksonville Beach, Duval County",Surfing / Wading,Unprovoked,juvenile shark
2000.08.12,2000,XX,Female,Adult,Usa,Florida,"St. Augustine, St. Johns County",Standing,Unprovoked,"Blacktip shark, 2.4 m to 3 m [8' to 10'] "
2000.08.11,2000,XX,Male,Unknown,Usa,North Carolina,"Emerald Isle, Carteret County",Swimming ,Invalid,Shark involvement  not confirmed
2000.08.10,2000,XX,Male,Old,Usa,Florida,Florida Keys,Attempting to illegally enter the USA,Invalid,Unknown
2000.08.00,2000,XX,Unknown,Unknown,Tanzania,Unknown,"Coco Beach, Dar-es-Salaam",Swimming,Unprovoked,Thought to involve a Zambesi shark
2000.07.25,2000,XX,Male,Children,Usa,Florida,"New Smyrna Beach, Volusia County",Unknown,Unprovoked,Unknown
2000.07.22,2000,XX,Female,Adult,Usa,Florida,"Big Pine Key, Monroe County ",Snorkeling,Unprovoked,"Nurse shark, 1.5 m [5']"
2000.07.17,2000,XX,Male,Teen,Usa,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,Unprovoked,Unknown
2000.07.16.b,2000,XX,Male,Teen,Usa,North Carolina,"Holden Beach, Brunswick County",Surfing,Unprovoked,1.8 m [6'] grey-colored shark
2000.07.16.a,2000,XX,Male,Teen,South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,Unprovoked,Unknown
2000.07.15.b,2000,XX,Male,Teen,South Africa,Eastern Cape Province,Cape Recife,Surfing,Unprovoked,Unknown
2000.07.15.a,2000,XX,Male,Unknown,South Africa,KwaZulu-Natal,South of Durban,Surfing,Unprovoked,Unknown
