,Country,Year,Case Number,Date,Sex,Age,Fatal (Yes/No),href formula
1163,USA,2007,2007.04.22,22-Apr-07,M,12,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.22-Honyak.pdf
1164,USA,2007,2007.04.20,20-Apr-07,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.20-ChadGuthrie.pdf
1165,USA,2007,2007.04.13.R,Reported      13-Apr-2007,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.13.R-GonFishin.pdf
1166,NEW CALEDONIA,2007,2007.04.09,09-Apr-07,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.09-Bertholom.pdf
1167,USA,2007,2007.04.01,01-Apr-07,M,7,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.01-Lomedico.pdf
1168,USA,2007,2007.03.31.b,31-Mar-07,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.b-Olson.pdf
1169,USA,2007,2007.03.31.a,31-Mar-07,M,9,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.a-Waveland.pdf
1170,YEMEN,2007,2007.03.22,22-Mar-07,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.22-EthiopianRefugees.pdf
1171,USA,2007,2007.03.21,21-Mar-07,M,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.21-Chief.pdf
1172,AUSTRALIA,2007,2007.03.20,20-Mar-07,F,42,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.20-JodieCooper.pdf
1173,USA,2007,2007.03.14.R,Reported 14-Mar-2007,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.14.R-Kuehlewind.pdf
1174,AUSTRALIA,2007,2007.03.12,12-Mar-07,F,59,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.12-Ryan.pdf
1175,USA,2007,2007.03.11,11-Mar-07,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.11-McMichael.pdf
1176,NEW ZEALAND,2007,2007.03.05.R,Reported 05-Mar-2007,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.05.R-Maretapu.pdf
1177,COSTA RICA,2007,2007.02.04,04-Feb-07,M,36,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.04-Cash.pdf
1178,AUSTRALIA,2007,2007.02.03,03-Feb-07,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.03-McIntosh.pdf
1179,NEW CALEDONIA,2007,2007.02.00,Feb-07,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.00-Ouvea.pdf
1180,NEW CALEDONIA,2007,2007.01.25.b,25-Jan-07,M,30,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.b-Jizdny.pdf
1181,USA,2007,2007.01.25.a,25-Jan-07,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.a-ChristyNichole.pdf
1182,AUSTRALIA,2007,2007.01.23,23-Jan-07,M,41,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.23-Nerhus.pdf
1183,AUSTRALIA,2007,2007.01.19,19-Jan-07,M,20,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.19-Houghton.pdf
1184,SOUTH AFRICA,2007,2007.01.14,14-Jan-07,M,24,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.14-Masiza.pdf
1185,AUSTRALIA,2007,2007.01.09,09-Jan-07,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.09-Sparkes.pdf
1186,USA,2007,2007.01.07,07-Jan-07,M,54,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.07-Brodsky.pdf
1187,USA,2007,2007.01.05,01-Jan-07,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.05-Reed.pdf
1188,AUSTRALIA,2006,2006.12.18,18-Dec-06,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.18-Galvin.pdf
1189,NEW ZEALAND,2006,2006.12.11,11-Dec-06,M,10,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.11-Reid.pdf
1190,USA,2006,2006.12.10,10-Dec-06,M,43,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.10-Frailey.pdf
1191,SOUTH AFRICA,2006,2006.12.06,06-Dec-06,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.06-Willoughby.pdf
1192,AUSTRALIA,2006,2006.12.02,02-Dec-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.02-Golebiowski.pdf
1193,PHILIPPINES,2006,2006.11.25,25-Nov-06,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.25-Leonida.pdf
1194,USA,2006,2006.11.11,11-Nov-06,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.11-Gruen.pdf
1195,SOUTH AFRICA,2006,2006.11.09,09-Nov-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.09-Tebutt.pdf
1196,USA,2006,2006.10.31,31-Oct-06,M,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.31-Perez.pdf
1197,USA,2006,2006.10.16,16-Oct-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.16-Castellano.pdf
1198,USA,2006,2006.10.10,10-Oct-06,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.10-Cody.pdf
1199,USA,2006,2006.10.07,07-Oct-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.07-Torres.pdf
1200,USA,2006,2006.10.05,05-Oct-06,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.05-Munoz.pdf
1201,BAHAMAS,2006,2006.10.00.b,Oct-06,F,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.00.b-Foucre.pdf
1202,GULF OF ADEN,2006,2006.10.00.a,Oct-06,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.00.a-EthiopianRefugees.pdf
1203,SOUTH AFRICA,2006,2006.09.30,30-Sep-06,M,36,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.30-Johnston.pdf
1204,USA,2006,2006.09.29,29-Sep-06,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.29-Andrews.pdf
1205,USA,2006,2006.09.18.R,Reported 18-Sep-2006,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.18.R-DaveMarcel.pdf
1206,USA,2006,2006.09.16,16-Sep-06,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.16-JakePoland.pdf
1207,USA,2006,2006.09.14,14-Sep-06,M,55,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.14-Carol.pdf
1208,USA,2006,2006.09.11,11-Sep-06,M,52,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.11-Macy.pdf
1209,AUSTRALIA,2006,2006.09.04,04-Sep-06,M,44,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.04-SteveIrwin.pdf
1210,BRAZIL,2006,2006.09.03.b,03-Sep-06,M,20,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.03.b-Darlan-dos-Santos-Luz.pdf
1211,USA,2006,2006.09.03.a,03-Sep-06,M,33,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.03.a-Duncan.pdf
1212,USA,2006,2006.09.02,02-Sep-06,M,12 or 13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.02.b-Child-NSB.pdf
1213,SOUTH AFRICA,2006,2006.09.02,02-Sep-06,M,37,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.09.02.a-Harcourt-Wood.pdf
1214,USA,2006,2006.08.29.b,29-Aug-06,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.29.b-Larson.pdf
1215,AUSTRALIA,2006,2006.08.29.a,29-Aug-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.29.a-Jamieson.pdf
1216,REUNION,2006,2006.08.27,27-Aug-06,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.27-Gerald.pdf
1219,ITALY,2006,2006.08.20.b,20-Aug-06,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.20.b-Lampedusa.pdf
1220,REUNION,2006,2006.08.20.a,20-Aug-06,M,34,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.20-Emond.pdf
1221,SOUTH AFRICA,2006,2006.08.15,15-Aug-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.15-RichardWhitaker.pdf
1222,SOUTH AFRICA,2006,2006.08.13,13-Aug-06,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.13-Hassiem.pdf
1223,USA,2006,2006.08.00.b,Aug-06,F,59,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.00.b-Picklesimer.pdf
1224,REUNION,2006,2006.08.00.a,Early Aug-2006,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.08.00.a-Reunion.pdf
1225,USA,2006,2006.07.31.R,31-Jul-06,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.31.R-NewportAquarium.pdf
1226,USA,2006,2006.07.31.a,31-Jul-06,M,41,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.31.a-Martin.pdf
1227,USA,2006,2006.07.29.b,29-Jul-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.29.b-Lurie.pdf
1228,USA,2006,2006.07.29.a,29-Jul-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.29.a-Wishengrad.pdf
1229,SOUTH AFRICA,2006,2006.07.28,28-Jul-06,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.28-Maasdorp.pdf
1230,USA,2006,2006.07.25,25-Jul-06,M,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.25-NSB.pdf
1231,USA,2006,2006.07.23,23-Jul-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.23-Halbert.pdf
1232,AUSTRALIA,2006,2006.07.17.R,Reported 17-Jul-2006,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.17.R-TorresStrait.pdf
1233,USA,2006,2006.07.17,17-Jul-06,M,49,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.17.a-DallasJackson.pdf
1234,SPAIN,2006,2006.07.13,13-Jul-06,F,7,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.13-girl-Spain.pdf
1235,USA,2006,2006.07.12,12-Jul-06,F,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.12-KiawahIsland.pdf
1236,BRAZIL,2006,2006.07.10,10-Jul-06,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.10-Goiana.pdf
1237,USA,2006,2006.07.09.b,09-Jul-06,M,40,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.09.b-NewSmyrnaBeach.pdf
1238,USA,2006,2006.07.09.a,09-Jul-2006.,M,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.09.a-PontaVedra.pdf
1239,USA,2006,2006.07.08.b,08-Jul-06,F,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.08.b-Lacy.pdf
1240,USA,2006,2006.07.08.a,08-Jul-06,M,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.07.08.a-Playalinda.pdf
1241,USA,2006,2006.06.30.b,Jul-06,F,28,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.30.b-Bebe-Hall.pdf
1242,USA,2006,2006.06.30.a,Jul-06,M,35,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.30.a-GaryHall.pdf
1243,USA,2006,2006.06.27,27-Jun-06,F,9,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.27-Shipp.pdf
1244,USA,2006,2006.06.26,26-Jun-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.26-FtMyers.pdf
1245,BAHAMAS,2006,2006.06.24,24-Jun-06,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.24-Rolle.pdf
1246,USA,2006,2006.06.20,20-Jun-06,F,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.20-Schelk.pdf
1247,BRAZIL,2006,2006.06.18,18-Jun-06,M,27,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.18-Batista.pdf
1248,USA,2006,2006.06.17,17-Jun-06,M,43,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.17-Piatt.pdf
1249,USA,2006,2006.06.15,15-Jun-06,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.15-Milea.pdf
1250,USA,2006,2006.06.07,07-Jun-06,F,7,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.07-Wallis.pdf
1251,AUSTRALIA,2006,2006.06.05,05-Jun-06,M,40,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.06.05-Dunn.pdf
1252,USA,2006,2006.05.31,31-May-06,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.31-Deguilmo.pdf
1253,USA,2006,2006.05.28,28-May-06,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.28-HI-2.pdf
1254,USA,2006,2006.05.27,27-May-06,M,31,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.27-Desmond.pdf
1255,USA,2006,2006.05.24,24-May-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.24-Balmacda.pdf
1256,BRAZIL,2006,2006.05.21,21-May-06,M,33,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.21-Carvalho.pdf
1257,USA,2006,2006.05.19,19-May-06,F,30s,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.19-Guam.pdf
1258,USA,2006,2006.05.10,05-May-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.10-CocoaBeach.pdf
1259,USA,2006,2006.05.04,04-May-06,F,20s,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.04-King.pdf
1260,AUSTRALIA,2006,2006.05.02,02-May-06,M,46,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.05.02-Caloundra.pdf
1261,USA,2006,2006.04.23.R,Reported      23-Apr-2006,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.23.R-Islamorada.pdf
1262,USA,2006,2006.04.21,21-Apr-06,M,54,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.21-Bunn.pdf
1263,USA,2006,2006.04.19,19-Apr-06,F,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.19-Prescott.pdf
1264,USA,2006,2006.04.13,13-Apr-06,M,35,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.13-fisherman.pdf
1265,AUSTRALIA,2006,2006.04.11,11-Apr-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.11-Cook.pdf
1266,SOUTH AFRICA,2006,2006.04.09.b,09-Apr-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.09.b-Duffin.pdf
1267,BRAZIL,2006,2006.04.09.a,09-Apr-06,M,35,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.09.a-Pereira.pdf
1268,USA,2006,2006.04.03,03-Apr-06,M,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.03-Ausum.pdf
1269,SIERRA LEONE,2006,2006.03.28.R,Reported  28-Mar-2006,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.28.R-SierraLeone.pdf
1270,USA,2006,2006.03.23,23-Mar-06,F,28,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.23-Dunn.pdf
1271,SOUTH AFRICA,2006,2006.03.22,22-Mar-06,M,17,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.22-Koutz.pdf
1272,FIJI,2006,2006.03.19,18-Mar-06,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.19-PaulSue.pdf
1273,AUSTRALIA,2006,2006.03.15,15-Mar-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.15-Moclair.pdf
1274,USA,2006,2006.02.27,27-Feb-06,F,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.27-Raleigh.pdf
1275,USA,2006,2006.02.23,23-Feb-06,M,45,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.23-Moore.pdf
1276,AUSTRALIA,2006,2006.02.13,13-Feb-06,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.13-GoldenBeach.pdf
1277,AUSTRALIA,2006,2006.02.12.b,12-Feb-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.12.b-HerveyBay.pdf
1278,AUSTRALIA,2006,2006.02.12.a,12-Feb-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.12.a-Franco_boat.pdf
1279,SOUTH AFRICA,2006,2006.02.08,08-Feb-06,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.08-Noades.pdf
1280,TONGA,2006,2006.02.01.b,01-Feb-06,F,24,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.01.b-Horan.pdf
1281,USA,2006,2006.02.01.a,01-Feb-06,M,57,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.01.a-Lankheit.pdf
1282,,2006,2006.01.28.R,Reported 28-Jan-2006,M,46 & 34,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.28.R-Mayabrit.pdf
1283,SOUTH AFRICA,2006,2006.01.25,25-Jan-06,M,34,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.25-Vriese.pdf
1284,,2006,2006.01.23,23-Jan-06,F,"28, 23 & 30",N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.23-Rowgirls.pdf
1285,USA,2006,2006.01.18,18-Jan-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.18-Lari.pdf
1286,AUSTRALIA,2006,2006.01.15,15-Jan-06,M,52,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.15-Williams.pdf
1287,BAHAMAS,2006,2006.01.11,11-Jan-06,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.11-Bahamas.pdf
1288,AUSTRALIA,2006,2006.01.07,07-Jan-06,F,21,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.07-Whiley.pdf
1289,USA,2006,2006.01.04,04-Jan-06,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.04-IndianRiverSurfer.pdf
1290,SOUTH AFRICA,2006,2006.01.01,01-Jan-06,M,49,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.01-Williams.pdf
1291,USA,2005,2005.12.24,24-Dec-05,M,30,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.24-Anderson.pdf
1292,USA,2005,2005.12.21,21-Dec-05,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.21-Genant.pdf
1293,,2005,2005.12.20,20-Dec-05,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.20-rowboat.pdf
1294,AUSTRALIA,2005,2005.12.11,11-Dec-05,M,44,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.11-Simpson.pdf
1295,AUSTRALIA,2005,2005.12.05.R,Reported 06-Dec-2005,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.05.R-HoggBoat.pdf
1296,USA,2005,2005.11.29.R,Reported 29-Nov-2005,M,teen,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.29.R-Larsen.pdf
1297,USA,2005,2005.11.27,27-Nov-05,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.27-Perry.pdf
1298,AUSTRALIA,2005,2005.11.25.c,25-Nov-05,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.25.c-boat-Lawn.pdf
1299,AUSTRALIA,2005,2005.11.25.b,25-Nov-05,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.25.b-Burke.pdf
1300,SOUTH AFRICA,2005,2005.11.25.a,25-Nov-05,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.25.a-Milford.pdf
1301,NEW CALEDONIA,2005,2005.11.24,24-Nov-2005-,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.24-Emile.pdf
1302,USA,2005,2005.11.21,21-Nov-05,M,30s,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.21-JensenBeach.pdf
1303,USA,2005,2005.11.20,20-Nov-05,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.20-Spradlin.pdf
1304,NEW CALEDONIA,2005,2005.11.16.R,Reported  16-Nov-2005,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.16.R-boat-NewCaledonia.pdf
1305,SOUTH AFRICA,2005,2005.11.15,15-Nov-05,M,32,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.15-Gerger.pdf
1306,USA,2005,2005.11.12,12-Nov-05,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.12-Cameron.pdf
1307,USA,2005,2005.11.02.b,02-Nov-05,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.02.b-West.pdf
1308,USA,2005,2005.11.02.a,02-Nov-05,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.02.a-Daneman.pdf
1309,USA,2005,2005.10.29,29-Oct-05,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.29-PonceInlet.pdf
1310,ST. MAARTIN,2005,2005.10.25,25-Oct-05,M,55,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.25-Bumpers.pdf
1311,SOUTH AFRICA,2005,2005.10.22,22-Oct-05,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.22-vanZyl.pdf
1312,USA,2005,2005.10.21,21-Oct-05,M,36,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.21-Reiker.pdf
1313,USA,2005,2005.10.19,19-Oct-05,F,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.19-Halavais.pdf
1314,USA,2005,2005.10.15,15-Oct-05,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.15-NW.pdf
1315,USA,2005,2005.10.13,13-Oct-05,M,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.13-Sado.pdf
1316,GRAND CAYMAN,2005,2005.10.11,11-Oct-05,F,57,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.11-Hughes.pdf
1317,USA,2005,2005.10.06,06-Oct-05,M,48,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.06-Hutson.pdf
1318,BAHAMAS,2005,2005.10.03,03-Oct-05,M,35,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.03-Nixon.pdf
1319,SOUTH AFRICA,2005,2005.10.01,01-Oct-05,M,52,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.10.01-Wright.pdf
1320,AUSTRALIA,2005,2005.09.27.R,Reported      27-Sep-2005,M,28,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.27.R- Lewis.pdf
1321,AUSTRALIA,2005,2005.09.24,24-Sep-05,M,26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.24-Berris.pdf
1322,AUSTRALIA,2005,2005.09.23,23-Sep-05,M,44,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.23-Satchell.pdf
1323,USA,2005,2005.09.22,22-Sep-05,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.22-Corrado.pdf
1324,USA,2005,2005.09.20,20-Sep-05,F,68,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.20-Parrett.pdf
1325,USA,2005,2005.09.11,11-Sep-05,M,18,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.11-Norton.pdf
1326,AUSTRALIA,2005,2005.09.07,07-Sep-05,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.07-Garnett.pdf
1327,USA,2005,2005.09.05,05-Sep-05,F,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.05-Gardner.pdf
1328,AUSTRALIA,2005,2005.09.04.a,04-Sep-05,M,40,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.04-Heron.pdf
1329,USA,2005,2005.09.02.b,02-Sep-05,M,62,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.02.b-Grause.pdf
1330,THAILAND,2005,2005.09.02.a,02-Sep-05,M,21,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.02.a-Ham.pdf
1331,AUSTRALIA,2005,2005.08.24.b,24-Aug-05,M,23,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.24.b-Stehbens.pdf
1332,USA,2005,2005.08.24.a,24-Aug-05,M,37,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.24.a-Simmonson.pdf
1333,USA,2005,2005.08.22,22-Aug-05,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.22-House.pdf
1334,USA,2005,2005.08.21,21-Aug-05,M,8,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.21-Kolessar.pdf
1335,USA,2005,2005.08.19,19-Aug-05,M,12,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.19-Elizondo.pdf
1336,SOUTH AFRICA,2005,2005.08.14,14-Aug-05,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.14-foot.pdf
1337,USA,2005,2005.08.12,12-Aug-05,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.12-ChrisO'Connor.pdf
1338,USA,2005,2005.08.06,06-Aug-05,M,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.06-Lamb.pdf
1339,SEYCHELLES,2005,2005.08.01,01-Aug-05,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.01-Lesperance.pdf
1340,USA,2005,2005.07.27,27-Jul-05,F,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.27-Carlos.pdf
1341,USA,2005,2005.07.23,23-Jul-05,M,61,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.23-Thompson.pdf
1342,USA,2005,2005.07.22,22-Jul-05,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.22-Pearce.pdf
1343,LIBERIA,2005,2005.07.17.b,17-Jul-05,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.17.b-Onuk.pdf
1344,CHINA,2005,2005.07.17.a,17-Jul-05,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.17.a-Liang.pdf
1345,AUSTRALIA,2005,2005.07.15.R,Reported      15-Jul-2005,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.15.R- Hoax.pdf
