original order,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N),Species ,Investigator or Source
1653.0,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18.0,N,Other,"G. Botha, M. Levine, GSAF"
1654.0,1944.0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),Other,unknown,,Y,shark,V.M. Coppleson (1958)
1655.0,1944.0,Unprovoked,PANAMA,Caribbean Sea,Other,M,,Y,shark,"Star & Herald (Panama), 5/17/1944; V.M. Coppleson (1958), p.6;  V.M. Coppleson (1962), p.258;"
1656.0,1944.0,Unprovoked,SAMOA,,Other,unknown,,N,shark,"St. Petersburg Times, 5/24/1943"
1657.0,1944.0,Unprovoked,USA,Florida,Bathing,F,15.0,N,blacktip shark,"H.W. Bigelow & C.W. Schroeder (1948) pp.70 & 368; V.M. Coppleson (1958) ; Randall, p.353 in Sharks & Survival; T. Helm, p.227"
1658.0,1944.0,Invalid,NORTH PACIFIC OCEAN,,Other,M,,,Other,USS Boyd archive
1659.0,1944.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,17.0,Y,shark,"M. Levine, GSAF"
1660.0,1944.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,19.0,Y,Other,"T. Blake, M. Levine, GSAF"
1661.0,1944.0,Unprovoked,CARIBBEAN SEA,,Fell overboard,M,,Y,Other,"E. Buleman, NMRI"
1662.0,1944.0,Unprovoked,USA,Maryland,Swimming,M,13.0,N,Other,"Washington Post, 9/4/1944"
1663.0,1944.0,Boating,AUSTRALIA,Queensland,Fishing,unknown,,N,Other,"G.P. Whitley (1951), p.193"
1664.0,1944.0,Sea Disaster,,,Other,M,,Y,Other,internet (multiple)
1665.0,1944.0,Unprovoked,PHILIPPINES,,Other,M,,N,Other,"G.A. Llano in Airmen Against the Sea, p.66"
1666.0,1944.0,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,Other,M,,Y,Other,"Abiline Reporter News, 12/29/1944"
1667.0,1944.0,Sea Disaster, PHILIPPINES,Bernardino Strait near Gulf of Leyte,Other,M,,Y,Other,"Glenn Hatch Parkin, gunner "
1668.0,1944.0,Sea Disaster,PHILIPPINES,,Other,M,,Y,Other,USS Gambier Bay archives
1669.0,1944.0,Invalid,AUSTRALIA,Queensland,Swimming,M,,,Other,"The Canberra Times, 11/7/1944"
1670.0,1944.0,Sea Disaster,SIERRA LEONE,Western Area,Other,M,18.0,Y,Other,Royal Navy Casualties
1671.0,1944.0,Provoked,USA,Florida,Fishing,unknown,,N,shark,"New York Times, 12/3/1944, III, p.2, col.7"
1672.0,1944.0,Sea Disaster,PHILIPPINES,300 miles east of Luzon,Swimming,M,19.0,N,shark,"TIME, 1/22/1945"
1673.0,1945.0,Unprovoked,IRAQ,Basrah,Swimming,M,15.0,N,shark,B.W. Coad & L.A.J. Al-Hassan
1674.0,1945.0,Unprovoked,PANAMA,Colon Province,Bathing,F,,N,Other,A. Wetmore
1675.0,1945.0,Unprovoked,CUBA,Havana Province,Playing,M,,Y,Other,"F. Poli, pp.18-19"
1676.0,1945.0,Unprovoked,JAMAICA,,Diving,M,,N,Other,"The Gleaner, 4/29/1946"
1677.0,1945.0,Unprovoked,ISRAEL,Tel Aviv,Swimming,M,,N,Other,"NY Times, 2/6/1945, p.3; V.M. Coppleson (1958); C. Moore, GSAF"
1678.0,1945.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,M,37.0,N,shark,"D. Drummond, M. Levine, GSAF"
1679.0,1945.0,Unprovoked,USA,North Carolina,Swimming,M,,Y,Other,D. Batterson (Former Navy Hospital Corpsman)
1680.0,1945.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,,Y,Other,"Cairns Post, 6/19/1945"
1681.0,1945.0,Sea Disaster,JAVA,Northern Java,Other,unknown,,Y,Other,G. Duncan
1682.0,1945.0,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,Other,unknown,,Y,Other,"All the Drowned Sailors, by R. B. Lech ; M. Levine, GSAF"
1683.0,1945.0,Unprovoked,USA, North Carolina,Other,unknown,,Y,Other,"F. Schwartz, p.23"
1684.0,1945.0,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,Other,M,,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84"
1685.0,1945.0,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,13.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84"
1686.0,1945.0,Sea Disaster,JAPAN,Ryukyu,Other,M,,Y,Other,"Daily Courier, 10/26/1945"
1687.0,1945.0,Sea Disaster,OKINAWA,,Other,M,20.0,N,Other,"Mid-Pacific Stars & Stripes, 10/22/1945"
1688.0,1945.0,Unprovoked,HONG KONG,,Bathing,M,,Y,Other,"Argus, 9/25/1946, p.20; V.M. Coppleson (1962), p.247"
1689.0,1946.0,Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Other,F,,N,Other,"E. Davies; V.M. Coppleson, p.133"
1690.0,1946.0,Boating,SOUTH AFRICA,Western Cape Province,Other,unknown,,N,Other,"T. Wallett, p.27"
1691.0,1946.0,Boating,SOUTH AFRICA,Western Cape Province,Other,unknown,,N,Other,"T. Wallett, p.27"
1692.0,1946.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,24.0,N,Other,"N. Redfern, M. Levine, GSAF"
1693.0,1946.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,14.0,Y,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.69; A. Sharpe, pp.91-92"
1694.0,1946.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Other,M,18.0,N,shark,"M. Hoffman, M. Levine, GSAF"
1695.0,1946.0,Unprovoked,AUSTRALIA,Queensland,Other,M,12.0,N,small shark,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.239"
1696.0,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,,N,Other,"J. R. Varma; M. Levine, GSAF"
1697.0,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,15.0,N,Other,"B. Gibson, M. Levine, GSAF"
1698.0,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,18.0,N,Other,"J.R. Varma, M. Levine, GSAF "
1699.0,1946.0,Unprovoked,AUSTRALIA,Western Australia,Standing,M,18.0,N,shark,"West Australian, 2/11/1946, p.6; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.111 & 245; A. Sharpe, pp.130-131; H. Edwards, p.133-134"
1700.0,1946.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,21.0,N,Other,"M. Levine, GSAF "
1701.0,1946.0,Boating,AUSTRALIA,South Australia,Fishing,M,28.0,N,Other,"Sydney Morning Herald, 3/22/1946"
1702.0,1946.0,Boating,AUSTRALIA,South Australia,Fishing,unknown,,N,shark,"V.M. Coppleson (1958), p.184"
1703.0,1946.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,17.0,Y,Other,"J. Croucher; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.87 "
1704.0,1946.0,Unprovoked,TANZANIA,Dar-es-Salaam ,Swimming,M,,N,Other,"Star, 5/20/1946"
1705.0,1946.0,Unprovoked,INDIA,,Bathing,M,14.0,N,Other,"Indian Express, 6/30/1946"
1706.0,1946.0,Unprovoked,IRAN,Khuzestan Province,Swimming,M,12.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt , p.84"
1707.0,1946.0,Unprovoked,IRAN,Khuzestan Province,Fishing,M,12.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84 "
1708.0,1946.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,30.0,Y,shark,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), pp.87-88 & 239; A. Sharpe, p.97"
1709.0,1946.0,Unprovoked,ISRAEL,Gaza,Fishing,M,15.0,N,Other,"C. Moore, GSAF"
1710.0,1946.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,15.0,N,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.112"
1711.0,1946.0,Unprovoked,MARSHALL ISLANDS,Kwajalein,Fishing,M,,Y,Other,"Washington Post, 10/27/1946"
1712.0,1946.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,30.0,Y,Other,"G.P. Whitley (1951), p. 193;V.M. Coppleson (1958), p.245"
1713.0,1946.0,Boating,AUSTRALIA,Queensland,Other,unknown,,N,shark,"V.M. Coppleson (1958), p.181"
1714.0,1946.0,Unprovoked,AUSTRALIA,South Australia,Swimming,M,23.0,N,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.110 & 240 "
1715.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18.0,N,shark,"P. Knoop, M. Levine, GSAF"
1716.0,1947.0,Boating,AUSTRALIA,New South Wales,Rowing,unknown,17.0,N,shark,"A. Sharpe, p.73"
1717.0,1947.0,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,unknown,,Y,Other,"Globo, 5/7/1997"
1718.0,1947.0,Provoked,BAHAMAS,New Providence Island,Other,M,,N,shark,"Miami Daily News, 2/6/1947"
1719.0,1947.0,Boating,AUSTRALIA,Queensland,Fishing,unknown,,N,Other,"Canberra Times, 2/24/1947"
1720.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,22.0,N,shark,"G. Botha, M. Levine, GSAF; T. Wallett, p.67"
1721.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,M,18.0,N,Other,"A. Kriel, M. Levine, GSAF "
1722.0,1947.0,Provoked,PACIFIC OCEAN,,Other,M,29.0,N,Other,C. Kaufmann; S. Springer 
1723.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17.0,N,Other,"Courier-Mail, 4/7/1947"
1724.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,14.0,N,Other,"R. Douglas, T. Livesley,  M. Levine, GSAF "
1725.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,21.0,N,shark,"A. Nielsen, M. Levine, G. Charter, GSAF "
1726.0,1947.0,Unprovoked,KENYA,Coast Province,Swimming,M,,N,Other,"Sunday Tribune, 5/13/1947"
1727.0,1947.0,Boating,AUSTRALIA,New South Wales,Fishing,unknown,,N,shark,"Geraldton Guardian and Express, 6/317/1947"
1728.0,1947.0,Unprovoked,USA,Hawaii,Fishing,M,35.0,N,Other,"EWA Hospital; G.H. Balazs & A.K.H. Kam; J. Borg, p. 72; L. Taylor (1993), pp.98-99"
1729.0,1947.0,Invalid,GREECE,Carpathian Sea,Other,M,,,Other,"C. Moore, GSAF"
1730.0,1947.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,20.0,N,Other,"M. Levine, GSAF"
1731.0,1947.0,Unprovoked,AUSTRALIA,Northern Territory,Diving,M,,N,small shark,"Canberra Times, 7/25/1947"
1732.0,1947.0,Provoked,USA,California,Fishing,M,46.0,N,small shark,"Joplin Globe, 7/27/1947"
1733.0,1947.0,Unprovoked,USA,Florida,Swimming,M,20.0,Y,Other,R. F. Hutton; Coppleson (1958)
1734.0,1947.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,25.0,Y,Other,"JC Online, 6/25/2012"
1735.0,1947.0,Unprovoked,AUSTRALIA,Northern Territory,Fishing,M,,N,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.240"
1736.0,1947.0,Unprovoked,AUSTRALIA,Queensland,Other,M,78.0,Y,Other,"J. Green, p.34"
1737.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,13.0,N,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.86; A. Sharpe, p. 86"
1738.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,12.0,Y,Other,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), p.86; A. Sharpe, p.86"
1739.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,16.0,N,Other,"G.P. Whitley; Barrier Miner, 11/17/1947"
1740.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,17.0,N,Other,"G.P. Whitley; Barrier Miner, 11/17/1947"
1741.0,1947.0,Boating,AUSTRALIA,South Australia,Fishing,unknown,,N,shark,"V.M. Coppleson (1958), p.185"
1742.0,1947.0,Unprovoked,SENEGAL,,Fishing,M,,Y,shark,Dejou & d'Alucida (1948)
1743.0,1947.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,unknown,,,Other,"Cape Times, 12/15/1947; M. Levine, GSAF"
1744.0,1947.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,,N,nurse shark,"Canberra Times, 12/22/1947"
1745.0,1948.0,Boating,SOUTH AFRICA,Western Cape Province,Fishing,unknown,,N,Other,"T. Wallett, p.27"
1746.0,1948.0,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Spearfishing,M,,N,Other,"A.M. Rapson, p.147"
1747.0,1948.0,Unprovoked,NEW GUINEA,Morobe Province,Fishing,M,,N,Other,"A.D. Campbell; A. Bleakley;  A. M. Rapson, p.148"
1748.0,1948.0,Provoked,USA,Florida,Other,M,48.0,N,shark,C.L. Morgan
1749.0,1948.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,,N,shark,"Cairns Post, 1/27/1948"
1750.0,1948.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,16.0,Y,shark,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958); A. Sharpe, p.83"
1751.0,1948.0,Sea Disaster,USA,Texas,Other,M,,Y,Other,"Pittsburgh Press, 2/21/1948/ V.M. Coppleson (1962), p.258"
1752.0,1948.0,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,30.0,N,shark,"A. M. Rapson, p.147; D. Baldridge, pp.128 & 261 "
1753.0,1948.0,Invalid,SENEGAL,Cap Vert Peninsula,Other,unknown,,,Other,Y. Gilbert-Desvallons SAF Case #887
1754.0,1948.0,Unprovoked,KENYA,Coast Province,Other,M,,Y,Other,"Star, 3/13/1948 & 2/20/1948"
1755.0,1948.0,Provoked,SOUTH AFRICA,Western Cape Province,Other,M,,N,Other,"M. Levine, GSAF"
1756.0,1948.0,Provoked,IRAN,Shatt-al-Arab River,Fishing,M,38.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84; "
1757.0,1948.0,Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,Swimming,M,,N,Other,"Wisconsin State Journal, 6/6/1948"
1758.0,1948.0,Unprovoked,USA,US Virgin Islands,Swimming,M,46.0,Y,Other,"Virgin Island Daily News, 7/6/1948, p.1"
1759.0,1948.0,Provoked,BAHAMAS,Bimini Islands,Other,M,41.0,N,shark,"E. Clark, GSAF. P. Gilbert; V.M. Coppleson (1962), p.252"
1760.0,1948.0,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,15.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1761.0,1948.0,Unprovoked,IRAN,Shatt-al-Arab River,Other,M,13.0,Y,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp"
1762.0,1948.0,Unprovoked,IRAN,Bandar Mashur sea inlet,Bathing,F,60.0,Y,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1763.0,1948.0,Sea Disaster,MID ATLANTIC OCEAN,,Other,M,,Y,Other,"Glasgow Herald, 9/20/1948"
1764.0,1848.0,Unprovoked,TURKEY,Adana Province,Swimming,M,,Y,Other,"C. Moore, GSAF"
1765.0,1948.0,Unprovoked,USA,Hawaii,Fishing,M,,N,Other,"V.M. Coppleson (1958); Honolulu Advertiser, 8/9/1953; Hawaiian Tribune-Herald, 4/14/1963"
1766.0,1948.0,Unprovoked,USA,Hawaii,Swimming,M,,N,Other,"J. Borg, p.72; L. Taylor (1993), pp.98-99"
1767.0,1948.0,Unprovoked,GREECE,Attica,Swimming,M,17.0,Y,shark,"C. Moore, GSAF"
1768.0,1948.0,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,41.0,N,Other,"The Argus, 11/20/1948"
1769.0,1948.0,Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,Other,M,,Y,Other,"L. Schultz & M. Malin, p.562; SAF Case #819"
1770.0,1948.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,,N,Other,"Townsville Daily Bulletin, 12/14/1948"
1771.0,1948.0,Unprovoked,CUBA,Guantanamo Province,Other,M,14.0,N,Other,"Washington Post, 12/23/1948, p.`"
1772.0,1948.0,Unprovoked,IRAN,Shat-Al-Arab River,Other,M,19.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp"
1773.0,1948.0,Unprovoked,AUSTRALIA,Queensland,Treading water,M,28.0,Y,Other,"Gilbert P. Whitley (1951), p.193; V.M. Coppleson (1958), p.239. NOTE: Whitley records location as Coolangatta"
1774.0,1948.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,17.0,Y,tiger shark,"V.M. Coppleson (1958), pp.22-23"
1775.0,1949.0,Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Swimming,M,,Y,Other," A. Bleakley;   A.M. Rapson, p.148"
1776.0,1949.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Swimming,M,,N,Other,"A. Bleakley;  A. M. Rapson, p.148"
1777.0,1949.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Spearfishing,M,18.0,Y,Other,"A. Bleakley;  A. M. Rapson, p.148"
1778.0,1949.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Other,M,,N,Other,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p.148"
1779.0,1949.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Other,M,,N,Other,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p. 148"
1780.0,1949.0,Unprovoked,NEW GUINEA,Calvados Archipelago,Other,unknown,,Y,Other,"A. Bleakley;  A. M. Rapson, p.148"
1781.0,1949.0,Boating,ITALY,Tyrrhenian Sea,Fishing,M,,N,shark,A. De Maddalena; V. Biagi (pers. Comm.)
1782.0,1949.0,Invalid,AUSTRALIA,Western Australia,Other,unknown,,,Other,"G.P. Whitley (1951), p.186  citing Daily Telegraph (Sydney), 1/6/1949; SAF Case #583"
1783.0,1949.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,,N,Other,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.41-42; Sharp, p.32"
1784.0,1949.0,Invalid,AUSTRALIA,New South Wales,Surfing,M,32.0,,Other,"Sydney Morning Herald,  1/14/1949 
"
1785.0,1949.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,20.0,Y,shark,"G.P. Whitley (1951); V.M. Coppleson (1958), pp. 77 & 78; A. Sharpe, pp.84-85"
1786.0,1949.0,Boating,AUSTRALIA,South Australia,Other,unknown,,UNKNOWN,Other,"G.P. Whitley (1951), p.194; SAF Case #612"
1787.0,1949.0,Unprovoked,MEXICO,Tamaulipas,Bathing,M,,N,Other,"New York Herald Tribune, 4/15/1949"
1788.0,1949.0,Unprovoked,AUSTRALIA,Queensland,Bathing,M,13.0,Y,shark,"G.P. Whitley (1951), p.194; V.M. Coppleson (1958), p.239; A. Sharpe, pp.38 & 97"
1789.0,1949.0,Provoked,AUSTRALIA,Queensland,Fishing,M,,N,shark,"Courier-Mail, 4/19/1949"
1790.0,1949.0,Provoked,AUSTRALIA,New South Wales,Other,M,26.0,N,Other,"V.M. Coppleson (1958), p.176; R. Skocik, p.179"
1791.0,1949.0,Unprovoked,AUSTRALIA,Western Australia,Bathing,F,22.0,N,shark,"V.M. Coppleson (1958), pp.107 & 241; G.P. Whitley (1951), pp.186-188; A. Sharpe, pp.131-132"
1792.0,1949.0,Sea Disaster,CHINA,,Other,M,,Y,Other,"V.M. Coppleson (1958), pp.257-258"
1793.0,1949.0,Provoked,USA,California,Fishing,M,16.0,N,shark,"L.A. Times, 7/17/1949 "
1794.0,1949.0,Unprovoked,USA,South Carolina,Floating,M,16.0,N,Other,"V.M. Coppleson (1958), p.153"
1795.0,1949.0,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,18.0,Y,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1796.0,1949.0,Unprovoked,IRAN,Shatt-el-Arab River,Swimming,M,18.0,N,Other,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1797.0,1949.0,Unprovoked,ITALY,Calabria,Swimming,M,21.0,N,Other,"C. Moore, GSAF"
1798.0,1949.0,Unprovoked,AUSTRALIA,Tasmania,Swimming,M,18.0,N,Other,"G.P. Whitley (1952), p.194;, citing Daily Telegraph (Sydney), 8/18/1949; V.M. Coppleson (1958), p.240; C. Black, p. 148"
1799.0,1949.0,Invalid,ITALY,Tuscany,Swimming,M,17.0,,shark,"C. Moore, GSAF"
1800.0,1949.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,34.0,Y,Other,"G.P. Whitley (1951), p.194, cites Daily Telegraph (Sydney), 8/29/1949; V.M. Coppleson (1958), pp.88 & 239"
1801.0,1949.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,21.0,N,Other,"V.M. Coppleson (1958), p.89"
1802.0,1949.0,Invalid,AUSTRALIA,Victoria,Other,M,,Y,Other,"G.P. Whitley (1951), p.194, cites Sunday Herald (Sydney), 11/13/1949; SAF Case #613"
1803.0,1949.0,Unprovoked,AUSTRALIA,New South Wales,Free diving,M,36.0,N,shark,"Sydney Morning Herald, 11/20/1949"
1804.0,1949.0,Unprovoked,AUSTRALIA,Victoria,Other,M,35.0,N,nurse shark,"V.M. Coppleson (1958), pp. 181-182"
1805.0,1949.0,Sea Disaster,,Caribbean Sea,Other,M,,Y,Other,"Canberra Times, 1/6/1950"
1806.0,1950.0,Unprovoked,FIJI,,Other,M,,N,Other,"V.M. Coppleson (1962), p.246"
1807.0,1950.0,Unprovoked,NEW CALEDONIA,North Province,Other,M,,N,Other," V.M. Coppleson (1958), pp.98 &  262"
1808.0,1950.0,Unprovoked,NEW CALEDONIA,North Province,Spearfishing,M,,N,Other,"V.M. Coppleson (1958), p.262; V.M. Coppleson (1962), p.253"
1809.0,1950.0,Unprovoked,SINGAPORE,Singapore Harbor,Diving,M,,Y,Other,"V.M. Coppleson (1958), p.148"
1810.0,1950.0,Unprovoked,GREECE,,Swimming,unknown,,Y,Other,"V.M. Coppleson (1958), p.259; L. Schultz & M. Malin, p.529"
1811.0,1950.0,Unprovoked,PANAMA,Canal Zone,Bathing,M,,N,shark,G.B. Fairchild
1812.0,1950.0,Invalid,USA,Hawaii,Spearfishing,M,,,white shark,"J. Borg, p.73; L. Taylor (1993), pp.100-101; Skin Diver Magazine, March 1956; SAF Case #1042"
1813.0,1950.0,Unprovoked,USA,Florida,Standing,M,,N,Other,"Florida Times-Union (Jacksonville), 6/6/1961"
1814.0,1950.0,Unprovoked,INDONESIA,Jakarta Harbour,Other,M,,Y,shark,J. Daigle
1815.0,1950.0,Unprovoked,LIBERIA,Montserrado,Other,M,,Y,Other,G. C. Miller
1816.0,1950.0,Unprovoked,SRI LANKA,Southern Province,Spearfishing,M,,N,reef shark,"R.I. DeSilva, GSAF"
1817.0,1950.0,Unprovoked,SRI LANKA,Eastern Province,Shark fishing,M,,N,lemon shark,"R.I. DeSilva, GSAF"
1818.0,1950.0,Boating,AUSTRALIA,Tasmania,Other,M,,N,shark,"C. Black, GSAF"
1819.0,1950.0,Unprovoked,AUSTRALIA,Victoria,Swimming,M,,N,Other,"Werribee Shire Banner, 1/12/1950"
1820.0,1950.0,Invalid,USA,Hawaii,Fishing,M,,,Other,"J. Borg, p.72; L. Taylor (1993), pp.98-99"
1821.0,1950.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,14.0,Y,shark,"M. Dumayne, M. Levine, GSAF"
1822.0,1950.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,,N,carpet shark,"Mirror, 2/18/1950"
1823.0,1950.0,Invalid,AUSTRALIA,Western Australia,Other,M,,,Other,"G.P. Whitley (1951), p.186, citng the Sydney Morning Herald, 3/11/1950;  D. Baldridge, p.171; SAF Cases #584 &  #615"
1824.0,1950.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other,M,20.0,Y,Other,"N.Cook; M. Levine, GSAF"
1825.0,1950.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Wading,M,,N,shark,"M. Levine, GSAF"
1826.0,1950.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N,shark,Port Elizabeth Museum Archives
1827.0,1950.0,Sea Disaster,AUSTRALIA,Queensland,Other,M,50.0,Y,Other,"Cairns Post, 7/8/1950"
1828.0,1950.0,Boating,ITALY,Tyrrhenian Sea,Fishing,M,,N,white shark,A. De Maddalena; F. Serena (pers. Comm.)
1829.0,1950.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,27.0,N,Other,"L.R. Tibbet, M. Levine, GSAF"
1830.0,1950.0,Sea Disaster,USA,Florida,Other,M,25.0,Y,Other,"NY Times, 7/7/1950; V.M. Coppleson (1962), p.258; T. Helm, p.89; [SAF Case #949 & SAF Case #969]"
1831.0,1950.0,Unprovoked,USA,New York,Swimming,M,16.0,N,sand shark," New York Times, 6/25/1950, p.1. col.2 & p.38"
1832.0,1950.0,Unprovoked,USA,Florida,Other,M,21.0,N,shark,"C. Phillips & W.H. Brady; R.F. Hutton; V.M. Coppleson (1958), p.252 "
1833.0,1950.0,Invalid,USA,Texas,Other,M,,,Other,"Kingston Daily Freeman, 7/14/1950"
1834.0,1950.0,Unprovoked,USA,Texas,Swimming,M,11.0,N,shark,"Amarillo Daily News, 7/12/1950"
1835.0,1950.0,Unprovoked,CUBA,Caribbean Sea,Other,M,30.0,N,Other,"L.A. Times, 8/20/1950; Evening Star (Washington, DC), 8/24/1950; V.M. Coppleson (1962), p.259"
1836.0,1950.0,Provoked,ITALY,Savona,Fishing,M,,N,Other,"C. Moore, GSAF"
1837.0,1950.0,Unprovoked,JAPAN,Sago Prefecture,Swimming,M,19.0,Y,Other,M. Hosina; K. Nakaya
1838.0,1950.0,Boating,AUSTRALIA,South Australia,Fishing,unknown,,N,white shark,"The Mercury, 7/27/1950"
1839.0,1950.0,Unprovoked,SAUDI ARABIA,Eastern Province,Diving,M,,N,Other,G.F. Mead
1840.0,1950.0,Provoked,EL SALVADOR, La Libertad,Other,M,27.0,N,shark,"Evening Sun (Baltimore), 8/11/1950; Long Beach Press-Telegram, 8/17/1950"
1841.0,1950.0,Unprovoked,AUSTRALIA,Queensland,Fishing,M,25.0,N,shark,"Courier-Mail, 10/6/1950"
1842.0,1950.0,Unprovoked,USA,California,Body surfing,M,31.0,N,shark,"R. Collier, p 6-8, R. B. Campbell;  New York Times, 10/10/1960; Coppleson (1958), p.254; D. Miller & R. Collier"
1843.0,1950.0,Boating,AUSTRALIA,Queensland,Other,M,18.0,N,shark,"Sydney Morning Herald, 11/13/1950"
