Case Number,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Species ,Investigator or Source,Date,Year
2008.06.01.b,Unprovoked,USA,South Carolina,Cherry Grove,surfing,F,15,N,unknown,"C. Creswell, GSAF",2008-06-01,2008.0
2008.06.01.a,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",swimming,M,14,N,bull shark,Associated Press,2008-06-01,2008.0
2008.05.26,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",surfing,M,9,N,unknown,"C. Creswell, GSAF",2008-05-26,2008.0
2008.05.24.b,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,unknown,M,Unknown,N,tiger shark,Associated Press,2008-05-24,2008.0
2008.05.24.a,Unprovoked,MEXICO,Guerro,Playa Linda,surfing,M,49,N,unknown,Associated Press,2008-05-24,2008.0
2008.05.23,Unprovoked,MEXICO,Guerro,Pantla Beach,surfing,M,21,Y,unknown,Reuters,2008-05-23,2008.0
2008.05.14,Unprovoked,FIJI,Yasawa Islands,Turtle Island,diving,M,28,Y,unknown,"Fiji Times, 5/15/2008",2008-05-14,2008.0
2008.05.10,Unprovoked,AUSTRALIA,Western Australia,Albany,swimming,M,37,N,white shark,"Perth Now, 5/10/2008",2008-05-10,2008.0
2008.05.07.b,Unprovoked,NEW CALEDONIA,North Province,Hienghène,fishing,M,40,N,bull shark,"C. Johansson, GSAF",2008-05-07,2008.0
2008.05.07.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,6,N,unknown,"M. Johnson, Daytona News-Journal, 5/8/2008; S. Petersohn",2008-05-07,2008.0
2008.05.01,Provoked,SOUTH AFRICA,Unknown,Unknown,fishing,M,24,N,unknown,National Sea Rescue Institute,2008-05-01,2008.0
2008.04.28.b,Unprovoked,MEXICO,Guerro,Troncones Beach,surfing,M,24,Y,tiger shark,Surfline.com,2008-04-28,2008.0
2008.04.28.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,18,N,unknown,S. Petersohn,2008-04-28,2008.0
2008.04.27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,24,N,unknown,S. Petersohn,2008-04-27,2008.0
2008.04.26.b,Unprovoked,NEW CALEDONIA,North Province,Poindimié,swimming,M,32,N,bull shark,"Les Nouvelles Calédonie, 4/28/2008 & 4/29/2008",2008-04-26,2008.0
2008.04.26.a,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21,N,unknown,S. Petersohn,2008-04-26,2008.0
2008.04.25,Unprovoked,USA,California,"Solana Beach, San Diego County",swimming,M,66,Y,white shark,R. Collier,2008-04-25,2008.0
2008.04.20.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,14,N,unknown,"S. Petersohn, GSAF ",2008-04-20,2008.0
2008.04.20.a,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,unknown,M,Unknown,Unknown,tiger shark,"T. Peake, GSAF",2008-04-20,2008.0
2008.04.19.R,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,unknown,M,Unknown,Unknown,tiger shark,J. Avenier,2008-04-19,2008.0
2008.04.18,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",swimming,M,32,Unknown,unknown,C.Johansson,2008-04-18,2008.0
2008.04.17,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",surfing,M,19,Unknown,unknown,"C. Johansson, GSAF",2008-04-17,2008.0
2008.04.15,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,30,N,unknown,B. Phillips,2008-04-15,2008.0
2008.04.09.R,Unprovoked,FIJI,Unknown,Unknown,spearfishing,M,Unknown,N,unknown,"C. Johansson, GSAF; Orange County Register 4/9/2009",2008-04-09,2008.0
2008.03.25,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",wading,M,15,N,unknown,"The Plain Dealer, 4/1/2008",2008-03-25,2008.0
2008.04.08.R,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",surfing,Unknown,Unknown,N,unknown,"News 13,4/8/2008",2008-04-08,2008.0
2008.04.08,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",boarding,M,16,Y,bull shark,"T. Peake, GSAF; NSW Police Force",2008-04-08,2008.0
2008.04.03,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",walking,M,18,N,unknown,"S. Petersohn, GSAF ",2008-04-03,2008.0
2008.03.28.c,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,fishing,M,39,N,unknown,"C. Johansson, GSAF",2008-03-28,2008.0
2008.03.28.b,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",surfing,M,52,N,unknown,"S. Petersohn, GSAF ",2008-03-28,2008.0
2008.03.28.a,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",boarding,M,Unknown,N,small shark,"D. MacAnnally, Eyewitness News ",2008-03-28,2008.0
2008.03.23,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",walking,M,13,N,unknown,"S. Petersohn, GSAF ",2008-03-23,2008.0
2008.03.21,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",wading,M,14,N,unknown,"S. Petersohn, GSAF ",2008-03-21,2008.0
2008.03.15,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",skiing,M,8,N,unknown,News-Press.com ,2008-03-15,2008.0
2008.03.07,Unprovoked,USA,California," Huntington Beach, Orange County",surfing,M,27,N,white shark,R. Collier,2008-03-07,2008.0
2008.02.24,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",diving,M,49,Y,bull shark,"Sun-Sentinel, 2/25/2008",2008-02-24,2008.0
2008.02.21.R,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,spearfishing,M,26,N,unknown,"Independent News Online, 2/21/2008",2008-02-21,2008.0
2008.02.15,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,25,N,unknown,"S. Petersohn, GSAF",2008-02-15,2008.0
2008.02.07,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,surfing,F,14,N,unknown,"T. Peake, GSAF",2008-02-07,2008.0
2008.02.06,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",unknown,M,Unknown,N,unknown,"Vero Beach Press Journal, 2/7/2008",2008-02-06,2008.0
2008.01.30,Provoked,JAPAN,Tokyo Bay,Unknown,diving,M,Unknown,Unknown,unknown,L Compagno,2008-01-30,2008.0
2008.01.29,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",unknown,M,42,N,blacktip shark,"The Mercury, 2/1/2008",2008-01-29,2008.0
2008.01.27,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,attempting,M,20,N,mako shark,News.com.au,2008-01-27,2008.0
2008.01.19.R,Invalid,NEW ZEALAND,South Island,Marfells Beach,wading,M,Unknown,Unknown,unknown,"R.D. Weeks, GSAF",2008-01-19,2008.0
2008.01.14,Boat,NEW ZEALAND,North Island,Omaha Beach,attempting,Unknown,Unknown,N,whaler shark,"TV3; R.D. Weeks, GSAF",2008-01-14,2008.0
2008.01.10,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,20,N,small shark,"Forida Today, 1/18/2008; Channel 9 News",2008-01-10,2008.0
2008.00.00.b,Provoked,USA,Florida,"Off Fort Pierce, St. Lucie County",fishing,M,Unknown,N,nurse shark,Extremecoast.com/ 1/30/2009,2008-01-01,2008.0
2008.00.00.a,Unprovoked,MEXICO,Baja California,Playas de Tijuana,surfing,M,26,N,unknown,"San Diego Reader, 1/7/2009",2008-01-01,2008.0
2007.12.21,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,surfing,M,24,N,unknown,"R. D. Weeks, GSAF; Radio New Zealand",2007-12-21,2007.0
2007.12.19,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Unknown,diving,M,53,Unknown,unknown,"C. Johannson, GSAF",2007-12-19,2007.0
2007.12.18,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,surfing,M,31,N,unknown,"Daily Telegraph, 12/18/2007",2007-12-18,2007.0
2007.12.15,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,swimming,M,Unknown,N,small shark,goldcoast.com.au,2007-12-15,2007.0
2007.12.14,Invalid,AUSTRALIA,New South Wales,Bondi ,swimming,M,34,Unknown,unknown,"Sydney Morning Herald, 12/16/2007",2007-12-14,2007.0
2007.12.10,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",surfing,M,52,N,tiger shark,"Honolulu Advertiser, 12/12/2007",2007-12-10,2007.0
2007.12.09,Unprovoked,NEW ZEALAND,South Island,Kaikoura,surfing,F,Unknown,N,unknown,"NZ Herald, 12/11/2007",2007-12-09,2007.0
2007.12.07,Unprovoked,BRAZIL,Pernambuco,Itamaracá,unknown,M,28,N,unknown,"JC online, 12/8/2007",2007-12-07,2007.0
2007.11.18,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,fishing,M,32,N,reef shark,"thewest.com.au, 11/19/2007",2007-11-18,2007.0
2007.11.08,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",surfing,M,Unknown,N,unknown,"Northern Star, 11/10/2007",2007-11-08,2007.0
2007.11.07,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,surfing,M,14,N,unknown,"The Times (Cape Town), 11/9/2007",2007-11-07,2007.0
2007.11.06,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,21,N,unknown,"S. Petersohn; GSAF' Central Florida News, 11/7/2006",2007-11-06,2007.0
2007.11.04,Unprovoked,USA,Florida,"Round Island Park, Indian River County",surfing,M,42,N,unknown,"T.C. Palm, 11/4/2007 & 11/5/2007",2007-11-04,2007.0
2007.11.03,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,surfing,M,37,N,white shark,Daily Dispatch,2007-11-03,2007.0
2007.11.00,Invalid,MEXICO,Baja California,Guadalupe Island,diving,M,Unknown,Unknown,unknown,Today Show,2007-11-01,2007.0
2007.10.29,Unprovoked,USA,Hawaii,"Wailea, Maui",floating,M,32,N,tiger shark,KHNL8.com,2007-10-29,2007.0
2007.10.15,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,unknown,F,52,N,white shark,"Sydney Morning Herald, 10/15/2007",2007-10-15,2007.0
2007.10.13,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,spearfishing,M,31,N,whaler shark,"news.com.au, 10/14/2007",2007-10-13,2007.0
2007.10.07,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",surfing,M,22,N,unknown,R. Collier,2007-10-07,2007.0
2007.10.06,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",surfing,M,16,N,blacktip shark,E. H.,2007-10-06,2007.0
2007.09.30.c,Unprovoked,USA,California,"Santa Monica, Los Angeles County",surfing,M,Unknown,N,unknown,R. Collier,2007-09-30,2007.0
2007.09.30.b,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,unknown,M,Unknown,Y,unknown,"Cebu Daily News, 10/3/2007",2007-09-30,2007.0
2007.09.30.a,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",swimming,F,23,Y,tiger shark,"Les Nouvelles Caledoniennes, 10/1/2007 ",2007-09-30,2007.0
2007.09.28,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,spearfishing,F,48,N,reef shark,"A. Brenneka, SharkAttackSurvivors.com",2007-09-28,2007.0
2007.09.27.b,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,F,Unknown,N,white shark,R. Collier,2007-09-27,2007.0
2007.09.27.a,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,swimming,F,18,N,unknown,"E. Ritter & Y. Sobolev, GSAF; M. Salem ",2007-09-27,2007.0
2007.09.22.b,Invalid,USA,Florida,Jupiter Inlet,diving,F,Unknown,Unknown,unknown,"Florida Today, 12/14/2007",2007-09-22,2007.0
2007.09.22.a,Unprovoked,USA,Florida,Huguenot Park,surfing,F,Unknown,N,unknown,"R.Duffy, First Coast News. 9/23/2007",2007-09-22,2007.0
2007.09.20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,23,N,unknown,"S. Petersohn, GSAF",2007-09-20,2007.0
2007.09.17,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,spearfishing,M,Unknown,N,reef shark,L. Choquette,2007-09-17,2007.0
2007.09.16.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",wading,M,56,N,unknown,"S. Petersohn, GSAF",2007-09-16,2007.0
2007.09.16.a,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",surfing,F,Unknown,N,unknown,wsbtv.com,2007-09-16,2007.0
2007.09.13,Unprovoked,USA,Florida,"Lauderdale-by-the-Sea, Broward County",snorkeling,M,14,N,nurse shark,"Miami Herald, 9/13/2007; Sun-Sentinel, 9/14/2007",2007-09-13,2007.0
2007.09.08,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",wading,F,58,N,unknown,"First Coast News, 9/11/2007",2007-09-08,2007.0
2007.09.05,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,F,36,N,unknown,"S. Petersohn, GSAF",2007-09-05,2007.0
2007.09.04,Unprovoked,USA,South Carolina,Sullivan's Island,standing,M,15,N,unknown,"C. Creswell, GSAF; J. Johnson, Post and Courier, 9/26/2007",2007-09-04,2007.0
2007.09.03.b,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",unknown,F,12,N,unknown,"S. Petersohn, GSAF",2007-09-03,2007.0
2007.09.03.a,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",swimming,M,58,N,unknown,"S. Wyman, Sun-Sentinel, 9/3/2007; Local10.com",2007-09-03,2007.0
2007.08.28.b,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",boarding,M,15,N,tiger shark,"Honolulu Advertiser, 8/29/2007",2007-08-28,2007.0
2007.08.28.a,Unprovoked,USA,California,"Marina State Beach, Monterey County",surfing,M,24,N,white shark,R. Collier,2007-08-28,2007.0
2007.08.26,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,54,N,unknown,"S. Petersohn, GSAF ",2007-08-26,2007.0
2007.08.25,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,27,N,unknown,"S. Petersohn, GSAF; WESH 2 News",2007-08-25,2007.0
2007.08.22,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,diving,M,Unknown,N,unknown,"Clay Creswell, GSAF; WECT TV6",2007-08-22,2007.0
2007.08.20,Provoked,USA,Delaware,"Indian River Inlet, Rehoboth Beach",fishing,M,Unknown,N,unknown,"Delaware Coast Press, 8/24/2007",2007-08-20,2007.0
2007.08.19.c,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",swimming,M,52,N,unknown,"Miami Herald, 8/20/2007",2007-08-19,2007.0
2007.08.19.b,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,16,N,unknown,"S. Petersohn, GSAF",2007-08-19,2007.0
2007.08.19.a.,Unprovoked,USA,South Carolina,"Lakewood Campground, Grand Strand, Horry County",playing,M,7,N,unknown,"C. Creswell, GSAF",2007-08-19,2007.0
2007.08.15,Unprovoked,USA,Florida,Sarasota Bay,floating,M,20,N,bull shark,"Charlotte Observer, 8/18/2007",2007-08-15,2007.0
2007.08.12,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,F,15,N,unknown,"S. Petersohn, GSAF",2007-08-12,2007.0
2007.08.11,Unprovoked,USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",walking,M,19,N,unknown,"S. Petersohn, GSAF",2007-08-11,2007.0
2007.08.09.b,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,M,30,N,unknown,"C. Creswell, GSAF",2007-08-09,2007.0
2007.08.09.a,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",boarding,M,9,N,unknown,"C. Creswell, GSAF",2007-08-09,2007.0
2007.08.07,Unprovoked,USA,Florida,"Islamorada, Monroe County",unknown,F,19,N,bull shark,"Miami Herald, 8/8/2007",2007-08-07,2007.0
2007.07.29,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,51,N,unknown,"S. Petersohn, GSAF",2007-07-29,2007.0
2007.07.28,Unprovoked,USA,California,"Imperial Beach, San Diego County",surfing,M,20,N,unknown,R. Collier,2007-07-28,2007.0
2007.07.22,Unprovoked,USA,California,"Malibu, Los Angeles County",unknown,M,Unknown,N,white shark,R. Collier,2007-07-22,2007.0
2007.07.21,Boating,USA,California,"Bean Hollow State Beach, San Mateo County",fishing,M,Unknown,N,white shark,"R. Collier; San Francisco Chronicle, 7/23/2007; NorCal Kayak Anglers",2007-07-21,2007.0
2007.07.19.b,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",snorkeling,M,36,N,unknown,"Honolulu Advertiser, 7/20/2007; Honolulu Star Bulletin, 7/20/2007",2007-07-19,2007.0
2007.07.19.a,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,wading,M,15,N,whaler shark,"The Western Australian, 7/20/2007",2007-07-19,2007.0
2007.07.18.b,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",swimming,M,14,N,unknown,"C. Creswell, GSAF",2007-07-18,2007.0
2007.07.18.a,Provoked,NORWAY,Oslo Fjord,Sjøstrand,diving,M,48,N,unknown,"Aftenposten, 7/18/2007",2007-07-18,2007.0
2007.07.17.b,Invalid,USA,California,"Faria Beach, Ventura County",swimming,F,43,Unknown,unknown,R. Collier,2007-07-17,2007.0
2007.07.17.a,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",wading,F,30,N,unknown,"C. Creswell, GSAF",2007-07-17,2007.0
2007.07.10,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,spearfishing,F,48,N,bull shark,J. Regan,2007-07-10,2007.0
2007.07.05,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,M,18,N,unknown,"S. Petersohn, GSAF",2007-07-05,2007.0
2007.07.04,Unprovoked,REUNION,Unknown,Boucan Canot,boarding,M,17,N,unknown,"clicanoo.com, 7/5/2007",2007-07-04,2007.0
2007.07.00,Invalid,SENEGAL,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,unknown,"Daily Guide, 8/20/2007",2007-07-01,2007.0
2007.06.30.b,Provoked,USA,Florida,Marques Island,unknown,M,Unknown,N,unknown,S. Gruber; SharkAttackSurvivors.com,2007-06-30,2007.0
2007.06.30.a,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",swimming,F,Unknown,N,unknown,R. Collier,2007-06-30,2007.0
2007.06.25,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,20,N,unknown,"S. Petersohn, GSAF",2007-06-25,2007.0
2007.06.24,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",surfing,M,Unknown,N,tiger shark,"G. Lee, KGMB9.com",2007-06-24,2007.0
2007.06.17,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",surfing,F,9,Unknown,unknown,"St Augustine Record, 6/19/2007",2007-06-17,2007.0
2007.06.12,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",swimming,F,Unknown,N,unknown,"R.B. Hackney, Sun-Sentinel, 7/13/2007",2007-06-12,2007.0
2007.06.05,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",surfing,M,Unknown,N,unknown,"S. Williams, Daily Telegraph, 6/7/2007",2007-06-05,2007.0
2007.05.26,Unprovoked,USA,South Carolina,Garden City,wading,F,Unknown,N,unknown,"C. Creswell, GSAF; Hilton Head Island Packet, 5/27/2007",2007-05-26,2007.0
2007.05.24,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach ",unknown,F,40,N,reef shark,WAVY-TV10-News,2007-05-24,2007.0
2007.05.17.R,Provoked,ENGLAND,Kent,Folkestone,fishing,M,38,N,unknown,"V. Wheeler, The Sun, 5/17/2007",2007-05-17,2007.0
2007.05.16,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",wading,F,38,N,unknown,"The Western Australian, 5/16/2007",2007-05-16,2007.0
2007.05.12,Unprovoked,AUSTRALIA,Victoria,Warrnambool,surfing,M,19,N,unknown,"The Standard, 5/15/2007",2007-05-12,2007.0
2007.05.10,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,F,21,N,unknown,J. Manis,2007-05-10,2007.0
2007.05.09.R,Unprovoked,SEYCHELLES,Bird Island,Unknown,snorkeling,M,Unknown,N,white shark,Seychelles Forum,2007-05-09,2007.0
2007.05.08,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,swimming,M,45,Unknown,unknown,"NineMSNews, 5/10/2007",2007-05-08,2007.0
2007.05.07.b,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",snorkeling,F,63,N,tiger shark,"G. Kubota, Honolulu Star Bulletin, 5/8/2007",2007-05-07,2007.0
2007.05.07.a,Unprovoked,USA,Florida,Naples,swimming,M,68,N,unknown,"Naples News, 5/10/2007",2007-05-07,2007.0
2007.05.04,Sea Disaster,TURKS & CAICOS,Providenciales,Unknown,unknown,Unknown,Unknown,Y,unknown,CNN,2007-05-04,2007.0
2007.05.00,Provoked,BAHAMAS,Bimini Islands,Unknown,unknown,F,20,N,unknown,S. Garcia,2007-05-01,2007.0
2007.04.26,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",swimming,F,13,N,small shark,"news.com.au, 4/29/2007",2007-04-26,2007.0
2007.04.22,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",boarding,M,12,N,unknown,"Sun-Sentinel, 4/23/2007",2007-04-22,2007.0
2007.04.20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,24,N,unknown,"Florida Today, 4/21/2007",2007-04-20,2007.0
2007.04.13.R,Boat,USA,Florida,"Florida Keys, Monroe County",fishing,Unknown,Unknown,N,bull shark,"Florida Today, 4/13/2007; A. Brenneka",2007-04-13,2007.0
2007.04.09,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,surfing,M,26,N,tiger shark,"Les Nouvelles Calédoniennes, 4/11/2007",2007-04-09,2007.0
2007.04.01,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",playing,M,7,N,unknown,"S. Petersohn, GSAF; WESH 2, 4/1/2007; Local6news.com, 4/3/2007",2007-04-01,2007.0
2007.03.31.b,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",surfing,M,27,N,unknown,"Palm Beach Post, 3/31/2007; Sun Sentinel, 4/3/2007",2007-03-31,2007.0
2007.03.31.a,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",unknown,M,9,N,unknown,"Palm Beach Post, 3/31/2007",2007-03-31,2007.0
2007.03.22,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,unknown,Unknown,Unknown,Y,unknown,"United Nations High Commission for Refugees, 3/26/2007",2007-03-22,2007.0
2007.03.21,Unprovoked,USA,Florida,Jupiter Inlet,surfing,M,11,N,unknown,"TCPalm, 3/23/2007 ",2007-03-21,2007.0
2007.03.20,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,surfing,F,42,N,unknown,"Gold Coast Bulletin, 3/21/2007",2007-03-20,2007.0
2007.03.14.R,Provoked,USA,Florida,Delray Beach,fishing,M,Unknown,N,unknown,Associated Press,2007-03-14,2007.0
2007.03.12,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",swimming,F,59,N,unknown,ABC News Online,2007-03-12,2007.0
2007.03.11,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",surfing,M,29,N,unknown,"J. Ashton, T.C. Palm, 3/12/2007",2007-03-11,2007.0
2007.03.05.R,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,spearfishing,M,16,N,tiger shark,"R. Weeks, GSAF",2007-03-05,2007.0
2007.02.04,Invalid,COSTA RICA,Unknown,Unknown,swimming,M,36,Unknown,unknown,"The Argus, 3/2/2007",2007-02-04,2007.0
2007.02.03,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,boarding,M,26,N,unknown,"P. Immerz, SharkProject; P. Kemp, GSAF",2007-02-03,2007.0
2007.02.00,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,spearfishing,M,Unknown,N,unknown,"Les Nouvelles Caledoniennes, ",2007-02-01,2007.0
2007.01.25.b,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen ,spearfishing,M,30,N,tiger shark,"Les Nouvelles Caledoniennes, 1/29/2007",2007-01-25,2007.0
2007.01.25.a,Boat,USA,Florida,100 miles off Ft. Myers Beach,unknown,Unknown,Unknown,N,unknown,"P. Morales, News-Press, 2/5/2007",2007-01-25,2007.0
2007.01.23,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,diving,M,41,N,white shark,"NZ Herald, 1/23/2007",2007-01-23,2007.0
2007.01.19,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,swimming,M,20,Unknown,unknown,"Northern Star, 1/24/2007",2007-01-19,2007.0
2007.01.14,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",swimming,M,24,Y,tiger shark,"G. Cliff, Natal Sharks Board; East London Dispatch, 1/18/2007",2007-01-14,2007.0
2007.01.09,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,surfing,M,Unknown,N,unknown,"J. Watson, Great Lakes Your Guide",2007-01-09,2007.0
