Case Number,Month,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,Species ,Investigator or Source,pdf,URL Reference
2007.08.09.a,Aug,2007,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,Lacerations to lower leg & ankle,N,14h00,,"C. Creswell, GSAF",2007.08.09.a-ChaseCrawford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.09.a-ChaseCrawford.pdf
2007.08.07,Aug,2007,Unprovoked,USA,Florida,"Islamorada, Monroe County",Jumped into the water,Lacerations to arm,N,Afternoon,Possibly a 10' bull shark,"Miami Herald, 8/8/2007",2007.08.07-Silverman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.08.07-Silverman.pdf
2007.07.29,Jul,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Minor injury to shoulder,N,Afternoon,,"S. Petersohn, GSAF",2007.07.29-JeffreyClark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.29-JeffreyClark.pdf
2007.07.28,Jul,2007,Unprovoked,USA,California,"Imperial Beach, San Diego County",Surfing,"No injury, shark bit surfboard",N,23h00,,R. Collier,2007.07.28-Springer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.28-Springer.pdf
2007.07.22,Jul,2007,Unprovoked,USA,California,"Malibu, Los Angeles County",Surf paddling,"No injury, surfboard bumped by shark for 20 minutes",N,,"White shark, 12'",R. Collier,2007.07.22-Calandra.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.22-Calandra.pdf
2007.07.21,Jul,2007,Boat,USA,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,"No injury, kayak bitten",N,10h15,White shark,"R. Collier; San Francisco Chronicle, 7/23/2007; NorCal Kayak Anglers",2007.07.21-DanPrather.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.21-DanPrather.pdf
2007.07.19.b,Undetermined,2007,Unprovoked,USA,Hawaii,"Bellows Beach near Wailea Point, Oahu",Snorkeling,Left calf severely bitten,N,15h15,,"Honolulu Advertiser, 7/20/2007; Honolulu Star Bulletin, 7/20/2007",2007.07.19.b-Miller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.19.b-Miller.pdf
2007.07.19.a,Undetermined,2007,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Direction Island,Wading,Calf bitten,N,11h00,"Bronze whaler shark, 1.5 m","The Western Australian, 7/20/2007",2007.07.19.a-Chapman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.19.a-Chapman.pdf
2007.07.18.b,Jul,2007,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow  County",Swimming,Right calf bitten,N,12h30,2' to 3' shark,"C. Creswell, GSAF",2007.07.18.b-MattBaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.18.b-MattBaker.pdf
2007.07.18.a,Jul,2007,Provoked,NORWAY,Oslo Fjord,Sjøstrand,Scuba diving,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,,"3' small spotted catshark, Scyliorhinus canicula","Aftenposten, 7/18/2007",2007.07.18.a-Ingelbretsen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.18.a-Ingelbretsen.pdf
2007.07.17.b,Jul,2007,Invalid,USA,California,"Faria Beach, Ventura County",Swimming,Foot injured. Shark involvment uncomfirmed,N,11h00,Shark involvement not confirmed,R. Collier,2007.07.17.b-SusanLevy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.17.b-SusanLevy.pdf
2007.07.17.a,Jul,2007,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret County",Wading,Lacerations to right thigh & left foot,N,13h00,5' shark,"C. Creswell, GSAF",2007.07.17.a-NC.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.17.a-NC.pdf
2007.07.10,Jul,2007,Unprovoked,BAHAMAS,Abaco Islands,Allan-Pensacola Cay,Spearfishing,"Lacerations to thumb, ring and pinky fingers of right hand",N,11h00,"Bull shark, 5'",J. Regan,2007.07.10-Regan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.10-Regan.pdf
2007.07.05,Jul,2007,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Right foot bitten,N,16h00,,"S. Petersohn, GSAF",2007.07.05-Cecil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.05-Cecil.pdf
2007.07.04,Jul,2007,Unprovoked,REUNION,,Boucan Canot,Body boarding,Minor injuries to thigh & knee,N,14h30,2 m shark,"clicanoo.com, 7/5/2007",2007.07.04-Bouju.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.04-Bouju.pdf
2007.07.00,Jul,2007,Invalid,SENEGAL,,,Murder,,UNKNOWN,,,"Daily Guide, 8/20/2007",2007.07.00-Takyi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.07.00-Takyi.pdf
2007.06.30.b,Jun,2007,Provoked,USA,Florida,Marques Island,Removing hook from shark,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,,"Lemon shark, 6' female",S. Gruber; SharkAttackSurvivors.com,2007.06.30.b-Gruber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.30.b-Gruber.pdf
2007.06.30.a,Jun,2007,Unprovoked,USA,California,"Will Rogers State Beach, Los Angeles County",Swimming,Hand bitten,N,10h00,,R. Collier,2007.06.30.a-Zinner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.30.a-Zinner.pdf
2007.06.25,Jun,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,6 to 8 puncture wounds to right hand,N,17h30,4' shark,"S. Petersohn, GSAF",2007.06.25-JustinLewis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.25-JustinLewis.pdf
2007.06.24,Jun,2007,Unprovoked,USA,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,"No injury, board damaged",N,07h05,Tiger shark,"G. Lee, KGMB9.com",2007.06.24-Yamada.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.24-Yamada.pdf
2007.06.17,Jun,2007,Invalid,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,N,16h30,Shark involvement not confirmed,"St Augustine Record, 6/19/2007",2007.06.17-CaseySchmidt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.17-CaseySchmidt.pdf
2007.06.12,Jun,2007,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,Right foot bitten,N,11h00,3' to 4' shark,"R.B. Hackney, Sun-Sentinel, 7/13/2007",2007.06.12-Schaefer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.12-Schaefer.pdf
2007.06.05,Jun,2007,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",Surfing,Lacerations to leg & ankle,N,Sunset,,"S. Williams, Daily Telegraph, 6/7/2007",2007.06.05-JackMoir.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.06.05-JackMoir.pdf
2007.05.26,May,2007,Unprovoked,USA,South Carolina,Garden City,Wading,Lacerations to lower leg,N,17h00,,"C. Creswell, GSAF; Hilton Head Island Packet, 5/27/2007",2007.05.26-Dornquast.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.26-Dornquast.pdf
2007.05.24,May,2007,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",Reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,N,Morning,A 10-year-old 94-pound pregnant blacktip reef shark,WAVY-TV10-News,2007.05.24-Firchau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.24-Firchau.pdf
2007.05.17.R,May,2007,Provoked,ENGLAND,Kent,Folkestone,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,Afternoon,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length","V. Wheeler, The Sun, 5/17/2007",2007.05.17.R-PhilTanner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.17.R-PhilTanner.pdf
2007.05.16,May,2007,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,Left heel & calf bitten,N,14h30,2.5 m shark,"The Western Australian, 5/16/2007",2007.05.16-BeckyCooke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.16-BeckyCooke.pdf
2007.05.12,May,2007,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Surfing,"No injury, shark's fin caught his leg",N,17h45,10' shark,"The Standard, 5/15/2007",2007.05.12-BlakeFrench.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.12-BlakeFrench.pdf
2007.05.10,May,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Knee bitten,N,16h00,4' to 5' shark,J. Manis,2007.05.10-Manis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.10-Manis.pdf
2007.05.09.R,May,2007,Unprovoked,SEYCHELLES,Bird Island,,Snorkeling,No injury,N,,"White shark, 2m",Seychelles Forum,2007.05.09.R-Seychelles.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.09.R-Seychelles.pdf
2007.05.08,May,2007,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,Shark involvement prior to death unconfirmed,Y,12h15,,"NineMSNews, 5/10/2007",2007.05.08-KingscliffBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.08-KingscliffBeach.pdf
2007.05.07.b,May,2007,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Snorkeling,Right foot bitten,N,08h30,"Tiger shark, 14'","G. Kubota, Honolulu Star Bulletin, 5/8/2007",2007.05.07.b-PellerMarion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.07.b-PellerMarion.pdf
2007.05.07.a,May,2007,Unprovoked,USA,Florida,Naples,Swimming,Circular bite on left thigh,N,08h30,6' to 8' shark,"Naples News, 5/10/2007",2007.05.07.a-HansPruss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.07.a-HansPruss.pdf
2007.05.04,May,2007,Sea Disaster,TURKS & CAICOS,Providenciales,,Sea Disaster,Some of the bodies recovered had been bitten by sharks,Y,  ,,CNN,2007.05.04-HaitianRefugees.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.04-HaitianRefugees.pdf
2007.05.00,May,2007,Provoked,BAHAMAS,Bimini Islands,,Shark tagging,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,,"Lemon shark, >1 m",S. Garcia,2007.05.00-Garcia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.05.00-Garcia.pdf
2007.04.26,Apr,2007,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,Lower leg & foot injured,N,18h00,"""a small shark""","news.com.au, 4/29/2007",2007.04.26-Lorraine.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.26-Lorraine.pdf
2007.04.22,Apr,2007,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,Left foot bitten,N,12h30,blacktip or spinner shark,"Sun-Sentinel, 4/23/2007",2007.04.22-Honyak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.22-Honyak.pdf
2007.04.20,Apr,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations to left index finger & thumb,N,17h00,3' to 4' shark,"Florida Today, 4/21/2007",2007.04.20-ChadGuthrie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.20-ChadGuthrie.pdf
2007.04.13.R,Apr,2007,Boat,USA,Florida,"Florida Keys, Monroe County",Fishing,"No injury to occupants, shark holed the transom-mounted livewell",N,,"Bull shark, 10'","Florida Today, 4/13/2007; A. Brenneka",2007.04.13.R-GonFishin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.13.R-GonFishin.pdf
2007.04.09,Apr,2007,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,Surfing,Left foot bitten,N,16h00,Tiger shark,"Les Nouvelles Calédoniennes, 4/11/2007",2007.04.09-Bertholom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.09-Bertholom.pdf
2007.04.01,Apr,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,Lacerations & puncture wounds to right calf,N,13h05,,"S. Petersohn, GSAF; WESH 2, 4/1/2007; Local6news.com, 4/3/2007",2007.04.01-Lomedico.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.04.01-Lomedico.pdf
2007.03.31.b,Mar,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,Lacerations to right ankle,N,14h20,3' shark,"Palm Beach Post, 3/31/2007; Sun Sentinel, 4/3/2007",2007.03.31.b-Olson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.b-Olson.pdf
2007.03.31.a,Mar,2007,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,Minor cuts to right buttock & thigh,N,13h20,,"Palm Beach Post, 3/31/2007",2007.03.31.a-Waveland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.31.a-Waveland.pdf
2007.03.22,Mar,2007,Unprovoked,YEMEN,Muhafazat Hadramawt,Ras-Alkalb,Murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,Morning,,"United Nations High Commission for Refugees, 3/26/2007",2007.03.22-EthiopianRefugees.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.22-EthiopianRefugees.pdf
2007.03.21,Mar,2007,Unprovoked,USA,Florida,Jupiter Inlet,Surfing,Punctures & lacerations to right calf & calf,N,Evening,4' to 5' shark,"TCPalm, 3/23/2007",2007.03.21-Chief.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.21-Chief.pdf
2007.03.20,Mar,2007,Unprovoked,AUSTRALIA,New South Wales,South Golden Beach,Surfing,Lacerations to 3 fingers of left hand,N,10h00,1.5 m shark,"Gold Coast Bulletin, 3/21/2007",2007.03.20-JodieCooper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.20-JodieCooper.pdf
2007.03.14.R,Mar,2007,Provoked,USA,Florida,Delray Beach,Shark fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,N,,5' shark,Associated Press,2007.03.14.R-Kuehlewind.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.14.R-Kuehlewind.pdf
2007.03.12,Mar,2007,Unprovoked,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",Swimming,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,15h30,2 to 2.5 m shark,ABC News Online,2007.03.12-Ryan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.12-Ryan.pdf
2007.03.11,Mar,2007,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,Lacerations to right forearm & hand,N,13h00,,"J. Ashton, T.C. Palm, 3/12/2007",2007.03.11-McMichael.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.11-McMichael.pdf
2007.03.05.R,Mar,2007,Provoked,NEW ZEALAND,Cook islans,Penhryn Island,Spearfishing,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N,,Tiger shark,"R. Weeks, GSAF",2007.03.05.R-Maretapu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.03.05.R-Maretapu.pdf
2007.02.04,Feb,2007,Invalid,COSTA RICA,,,Swimming,Death due to drowning. Shark bite may have been postmortem,Y,,,"The Argus, 3/2/2007",2007.02.04-Cash.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.04-Cash.pdf
2007.02.03,Feb,2007,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Boogie Boarding,Lacerations to  lower left leg & ankle,N,08h00,,"P. Immerz, SharkProject; P. Kemp, GSAF",2007.02.03-McIntosh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.03-McIntosh.pdf
2007.02.00,Feb,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,Spearfishing,Survived,N,,,"Les Nouvelles Caledoniennes,",2007.02.00-Ouvea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.02.00-Ouvea.pdf
2007.01.25.b,Jan,2007,Unprovoked,NEW CALEDONIA,North Province,Kaala-Gomen,Spearfishing (free diving),Leg bitten,N,14h00,Tiger shark,"Les Nouvelles Caledoniennes, 1/29/2007",2007.01.25.b-Jizdny.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.b-Jizdny.pdf
2007.01.25.a,Jan,2007,Boat,USA,Florida,100 miles off Ft. Myers Beach,Shrimping,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N,03h30,14' shark,"P. Morales, News-Press, 2/5/2007",2007.01.25.a-ChristyNichole.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.25.a-ChristyNichole.pdf
2007.01.23,Jan,2007,Unprovoked,AUSTRALIA,New South Wales,Cape Howe,Diving,Head & torso bitten,N,10h30,"White shark, 3m","NZ Herald, 1/23/2007",2007.01.23-Nerhus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.23-Nerhus.pdf
2007.01.19,Jan,2007,Invalid,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,Shark involvement prior to death unconfirmed,Y,,,"Northern Star, 1/24/2007",2007.01.19-Houghton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.19-Houghton.pdf
2007.01.14,Jan,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,"Presumed FATAL, body not recovered",Y,Afternoon,Tiger shark,"G. Cliff, Natal Sharks Board; East London Dispatch, 1/18/2007",2007.01.14-Masiza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.14-Masiza.pdf
2007.01.09,Jan,2007,Unprovoked,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,"No injury, shark damaged surfboard",N,06h30,2.4 m shark,"J. Watson, Great Lakes Your Guide",2007.01.09-Sparkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.09-Sparkes.pdf
2007.01.07,Jan,2007,Invalid,USA,New York,"Smith Point, Long Island",Surfing,No injury,N,14h00,"24"" to 30"" shark",W. Brodsky,2007.01.07-Brodsky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.07-Brodsky.pdf
2007.01.05,Jan,2007,Unprovoked,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,"No injury, shark removed piece of surfboard",N,10h15,"6' to 8' shark, possibly a tiger shark","P. Immerz, SharkProject.org; J. TenBruggencate, Honolulu Advertiser, 1/5/2007",2007.01.05-Reed.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.01.05-Reed.pdf
2006.12.18,Dec,2006,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,Left leg bitten,N,20h00,2.5 to 3 m shark,"P. Kemp, GSAF",2006.12.18-Galvin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.18-Galvin.pdf
2006.12.11,Dec,2006,Unprovoked,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,Foot bitten,N,11h00,2 to 3 m shark,"R.D. Weeks, GSAF",2006.12.11-Reid.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.11-Reid.pdf
2006.12.10,Dec,2006,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,"Minor injuries, surfboard bitten",N,11h50,"White shark, 12' to 15'","P. Immerz; R. Collier; San Francisco Chronicle, 12/11/2006",2006.12.10-Frailey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.10-Frailey.pdf
2006.12.06,Dec,2006,Provoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,"""Evening""","Raggedtooth shark, 150-kg","C. Johansson; Pretoria News, 12/8/2006",2006.12.06-Willoughby.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.06-Willoughby.pdf
2006.12.02,Dec,2006,Unprovoked,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,"Right leg severed, left leg lacerated",N,07h30,"White shark, 5m","P. Kemp, GSAF, Sunday Mail, 12/3/2006",2006.12.02-Golebiowski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.12.02-Golebiowski.pdf
2006.11.25,Nov,2006,Sea Disaster,PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,15 perished but shark involvement prior to death was not confirmed,Y,14h20,,"Manila Bulletin Online, 11/27/2006",2006.11.25-Leonida.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.25-Leonida.pdf
2006.11.11,Nov,2006,Unprovoked,USA,Hawaii,"Kihei, Maui",Swimming,Laceration to left thigh & left hand,N,12h30,2 m to 3 m shark,"Honolulu Advertiser, 11/12/2006; B. Nicholson",2006.11.11-Gruen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.11-Gruen.pdf
2006.11.09,Nov,2006,Provoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,Afternoon,"Bull shark, 1.5m","P. Immerz, SharkProject",2006.11.09-Tebutt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.11.09-Tebutt.pdf
2006.10.31,Oct,2006,Unprovoked,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,"No injury, surfboard bitten",N,Just before sundown,"White shark, 16'",R. Collier,2006.10.31-Perez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.31-Perez.pdf
2006.10.16,Oct,2006,Unprovoked,USA,Florida,Sebastian Inlet,Fishing,Lower right leg and foot bitten,N,,,"K. Kridel, Herald Tribune, 10/21/2006",2006.10.16-Castellano.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.16-Castellano.pdf
2006.10.10,Oct,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,Left ankle bitten,N,11h30,,"S. Petersohn, GSAF",2006.10.10-Cody.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.10-Cody.pdf
2006.10.07,Oct,2006,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,Lacerations to lower left leg,N,,1' to 4' shark,"M. Martinez, KGBT4",2006.10.07-Torres.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.07-Torres.pdf
2006.10.05,Oct,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,Lacerations to foot,N,12h00,3' to 3.5' shark,"S. Petersohn, GSAF",2006.10.05-Munoz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.05-Munoz.pdf
2006.10.00.b,Oct,2006,Unprovoked,BAHAMAS,New Providence Island,Nassau,Free diving / modeling,Puncture wounds to left foot,N,,,"J. Lambiet, Palm Beach Post, 10/22/2006",2006.10.00.b-Foucre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.10.00.b-Foucre.pdf
