date,month,year,type,country,activity,sex,age,fatal (y/n)
27-Jul-97,jul,1997,Unprovoked,AUSTRALIA,Surfing,M,19,N
21-Jul-97,jul,1997,Unprovoked,SOUTH AFRICA,Surfing,M,25,Y
17-Jul-97,jul,1997,Unprovoked,BRAZIL,Surfing,M,,N
14-Jul-97,jul,1997,Unprovoked,USA,Standing,M,50,N
12-Jul-97,jul,1997,Unprovoked,OKINAWA,Fishing for octopus,M,55,Y
 2-Jul-1997,jul,1997,Unprovoked,BRAZIL,Surfing,,,N
24-Jun-97,jun,1997,Unprovoked,USA,Spearfishing / night diving,M,,N
15-Jun-97,jun,1997,Unprovoked,FIJI,Snorkeling,F,47,N
09-Jun-97,jun,1997,Unprovoked,USA,Surfing,M,18,N
07-Jun-97,jun,1997,Unprovoked,BRAZIL,Bathing,M,,
02-Jun-97,jun,1997,Unprovoked,USA,"Body surfing, stood up on sandbar",M,33,N
31-May-97,may,1997,Unprovoked,USA,Spearfishing,M,35,N
31-May-97,may,1997,Unprovoked,USA,Surfing,M,34,N
31-May-97,may,1997,Unprovoked,USA,Surfing,M,12,N
26-May-97,may,1997,Unprovoked,BAHAMAS,Spearfishing,M,54,N
17-May-97,may,1997,Unprovoked,BAHAMAS,Spearfishing,M,,N
20-Apr-97,apr,1997,Unprovoked,BRAZIL,Windsurfing,M,22,N
28-Feb-97,feb,1997,Unprovoked,AUSTRALIA,Swimming,F,21,N
28-Feb-97,feb,1997,Unprovoked,AUSTRALIA,Scuba diving,M,30,N
21-Feb-97,feb,1997,Unprovoked,USA,,M,,
20-Feb-97,feb,1997,Unprovoked,REUNION,,M,,N
03-Feb-97,feb,1997,Boat,AUSTRALIA,Rowing ,F,49,N
25-Jan-97,jan,1997,Unprovoked,AUSTRALIA,Snorkeling,M,27,N
20-Jan-97,jan,1997,Unprovoked,AUSTRALIA,Windsurfing,M,41,Y
03-Jan-97,jan,1997,Unprovoked,REUNION,Spearfishing,M,,Y
01-Jan-97,jan,1997,Boat,AUSTRALIA,Watching seals,,,N
29-Dec-96,dec,1996,Unprovoked,AUSTRALIA,Surfing,M,18,
10-Dec-96,dec,1996,Unprovoked,SOUTH AFRICA,Surfing,M,,N
29-Nov-96,nov,1996,Unprovoked,USA,Surfing,M,45,N
18-Nov-96,nov,1996,Unprovoked,USA,Surfing,M,26,N
28-Oct-96,oct,1996,Unprovoked,BRAZIL,Surfing,,,N
28-Oct-96,oct,1996,Unprovoked,BRAZIL,Surfing,M,,N
09-Oct-96,oct,1996,Unprovoked,OKINAWA,Swimming or snorkeling,M,,Y
05-Oct-96,oct,1996,Unprovoked,USA,Surfing,M,22,N
03-Oct-96,oct,1996,Unprovoked,USA,Surfing,M,21,N
03-Oct-96,oct,1996,Unprovoked,USA,Surfing,M,31,N
18-Sep-96,sep,1996,Unprovoked,USA,Swimming,M,14,N
06-Sep-96,sep,1996,Unprovoked,NEW ZEALAND,Diving for abalone,M,23,N
06-Sep-96,sep,1996,Unprovoked,USA,Surfing / Swimming,M,19,N
02-Sep-96,sep,1996,Unprovoked,USA,Standing,M,5,N
02-Sep-96,sep,1996,Unprovoked,USA,Sitting on surfboard,M,28,N
01-Sep-96,sep,1996,Invalid,USA,Boogie boarding,F,28,N
01-Sep-96,sep,1996,Provoked,SOUTH AFRICA,Spearfishing,M,29,N
29-Aug-96,aug,1996,Unprovoked,USA,Body Boarding,M,19,N
13-Aug-96,aug,1996,Unprovoked,USA,Free diving for abalone,M,36,N
11-Aug-96,aug,1996,Unprovoked,USA,Wade fishing,M,21,N
26-Jul-96,jul,1996,Unprovoked,USA,Standing,F,8,N
23-Jul-96,jul,1996,Unprovoked,OKINAWA,Swimming,M,52,Y
23-Jul-96,jul,1996,Unprovoked,EGYPT / ISRAEL,Free diving with a pod of dolphins,M,,N
21-Jul-96,jul,1996,Unprovoked,USA,Swimming,M,46,N
20-Jul-96,jul,1996,Unprovoked,USA,Swimming,M,9,N
14-Jul-96,jul,1996,Unprovoked,USA,,,,
10-Jul-96,jul,1996,Unprovoked,USA,,M,18,N
04-Jul-96,jul,1996,Unprovoked,USA,Standing,F,63,N
04-Jul-96,jul,1996,Unprovoked,BAHAMAS,Diving,M,24,N
25-Jun-96,jun,1996,Unprovoked,USA,Body surfing,F,24,N
06-Jun-96,jun,1996,Unprovoked,AUSTRALIA,Surfing,M,,N
04-Jun-96,jun,1996,Unprovoked,SOUTH AFRICA,Surfing,M,,N
28-May-96,may,1996,Unprovoked,SOUTH AFRICA,Surfing,M,17,N
24-May-96,may,1996,Invalid,AUSTRALIA,Tech diving ,M,45,Y
18-May-96,may,1996,Unprovoked,USA,Surfing,M,22,N
10-May-96,may,1996,Unprovoked,SOUTH KOREA,Shell Diving,M,33,Y
07-May-96,may,1996,Unprovoked,USA,Surfing,M,27,N
28-Apr-96,apr,1996,Unprovoked,USA,,M,,
25-Apr-96,apr,1996,Unprovoked,AUSTRALIA,Swimming,M,11,N
25-Apr-96,apr,1996,Unprovoked,AUSTRALIA,Swimming,F,16,N
07-Apr-96,apr,1996,Unprovoked,BRAZIL,Swimming,M,,Y
05-Mar-96,mar,1996,Unprovoked,AUSTRALIA,Swimming breast stoke,F,47,N
26-Feb-96,feb,1996,Unprovoked,AUSTRALIA,Dived naked into the water on a bet,M,24,N
Reported      19-Feb-1996,feb,1996,Provoked,USA,Swimming in fish tank,F,32,N
09-Feb-96,feb,1996,Unprovoked,PAPUA NEW GUINEA,,M,,Y
09-Feb-96,feb,1996,Unprovoked,PAPUA NEW GUINEA,,,,N
09-Feb-96,feb,1996,Unprovoked,PAPUA NEW GUINEA,Diving ,,14,Y
05-Feb-96,feb,1996,Sea Disaster,DOMINICAN REPUBLIC,Boeing 757 enroute from Porta Plata plunged into the sea,,,Y
04-Feb-96,feb,1996,Unprovoked,AUSTRALIA,Swimming,M,7,N
23-Jan-96,jan,1996,Provoked,USA,Wading,M,33,N
22-Jan-96,jan,1996,Unprovoked,AUSTRALIA,Swimming,F,13,N
16-Jan-96,jan,1996,Unprovoked,USA,Swimming with mask & snorkel,M,53,N
14-Jan-96,jan,1996,Unprovoked,AUSTRALIA,,,,
12-Jan-96,jan,1996,Boat,AUSTRALIA,Chumming for sharks,,,N
10-Jan-96,jan,1996,Unprovoked,REUNION,Surfing,M,25,Y
18-Dec-95,dec,1995,Unprovoked,USA,,M,,
11-Nov-95,nov,1995,Unprovoked,NEW ZEALAND,"Diving, gathering shellfish",M,22,N
25-Nov-95,nov,1995,Invalid,USA,,M,,N
25-Nov-95,nov,1995,Unprovoked,NORTHERN ARABIAN SEA,Fell off aircraft carrier,M,,N
17-Nov-95,nov,1995,Unprovoked,AUSTRALIA,,M,,N
Reported 28-Oct-1995,oct,1995,Unprovoked,USA,Boogie boarding,M,13,N
21-Oct-95,oct,1995,Unprovoked,USA,Surfing,M,17,N
11-Oct-95,oct,1995,Unprovoked,AUSTRALIA,Playing / standing,F,15,N
01-Oct-95,oct,1995,Unprovoked,USA,Surfing,M,39,N
30-Sep-95,sep,1995,Unprovoked,USA,Surfing,M,14,N
30-Sep-95,sep,1995,Unprovoked,USA,Surfing,M,17,N
28-Sep-95,sep,1995,Unprovoked,USA,Windsurfing,M,25,N
19-Sep-95,sep,1995,Unprovoked,USA,Surfing,M,19,N
17-Sep-95,sep,1995,Unprovoked,USA,Swimming,F,19,N
16-Sep-95,sep,1995,Unprovoked,REUNION,Body-boarding,M,,Y
13-Sep-95,sep,1995,Unprovoked,USA,Scuba diving,M,25,Y
11-Sep-95,sep,1995,Unprovoked,AUSTRALIA,Abalone diving using Hookah (near calving whales),M,29,Y
03-Sep-95,sep,1995,Unprovoked,USA,Abalone diving using Hookah (resting on the surface),M,32,N
03-Sep-95,sep,1995,Invalid,USA,Swimming,M,9,N
31-Aug-95,aug,1995,Unprovoked,USA,Surfing,M,19,N
31-Aug-95,aug,1995,Unprovoked,USA,On a float,M,44,N
27-Aug-95,aug,1995,Unprovoked,BRAZIL,Surfing,M,,N
26-Aug-95,aug,1995,Unprovoked,USA,Surfing,M,16,N
26-Aug-95,aug,1995,Unprovoked,USA,Surfing,M,18,N
25-Aug-95,aug,1995,Unprovoked,USA,Swimming,M,16,N
22-Aug-95,aug,1995,Unprovoked,USA,Swimming ,M,23,N
22-Aug-95,aug,1995,Unprovoked,USA,Surfing,M,19,N
21-Aug-95,aug,1995,Unprovoked,USA,Diving,,,N
19-Aug-95,aug,1995,Unprovoked,TONGA,Fishing,M,18,N
15-Aug-95,aug,1995,Unprovoked,USA,Wading,M,20,N
13-Aug-95,aug,1995,Invalid,USA,Swimming,M,15,Y
10-Aug-95,aug,1995,Unprovoked,USA,Surfing,M,20,N
10-Aug-95,aug,1995,Unprovoked,USA,"""Riding waves on a board""",F,14,N
07-Aug-95,aug,1995,Unprovoked,USA,Body boarding,M,12,N
01-Aug-95,aug,1995,Invalid,TONGA,Fishing,M,,N
28-Jul-95,jul,1995,Unprovoked,USA,Surfing,M,,N
28-Jul-95,jul,1995,Unprovoked,USA,Surfing,M,,N
28-Jul-95,jul,1995,Unprovoked,USA,Surfing,M,18,N
28-Jul-95,jul,1995,Unprovoked,USA,Standing,M,18,N
28-Jul-95,jul,1995,Unprovoked,USA,,M,12,N
24-Jul-95,jul,1995,Unprovoked,USA,Swimming,F,7,N
23-Jul-95,jul,1995,Unprovoked,USA,Body boarding,M,47,N
08-Nov-84,nov,1984,Unprovoked,SOUTH AFRICA,Surfing,M,14,N
07-Jul-95,jul,1995,Unprovoked,BRAZIL,Surfing,M,18,Y
06-Jul-95,jul,1995,Unprovoked,USA,Surfing,M,34,N
03-Jul-95,jul,1995,Provoked,USA,Fishing,F,32,N
30-Jun-95,jun,1995,Unprovoked,USA,Scuba diving (ascending using scooter),M,31,N
24-Jun-95,jun,1995,Unprovoked,USA,Kayaking,F,,N
23-Jun-95,jun,1995,Unprovoked,USA,Playing / jumping,M,13,N
17-Jun-95,jun,1995,Unprovoked,USA,Surfing,M,,N
17-Jun-95,jun,1995,Unprovoked,USA,Swimming,M,45,N
16-Jun-95,jun,1995,Unprovoked,USA,Swimming,F,10,N
14-Jun-95,jun,1995,Unprovoked,USA,Swimming,M,38,N
13-Jun-95,jun,1995,Unprovoked,HONG KONG,Swimming,F,45,Y
02-Jun-95,jun,1995,Unprovoked,HONG KONG,Swimming,M,29,Y
31-May-95,may,1995,Unprovoked,HONG KONG,Diving,,44,Y
26-May-95,may,1995,Unprovoked,USA,Surfing,M,15,N
24-May-95,may,1995,Unprovoked,FIJI,Sleeping in anchored boat,M,69,Y
18-May-95,may,1995,Unprovoked,AUSTRALIA,,,,
12-May-95,may,1995,Unprovoked,SOUTH KOREA,Diving for abalone,F,44,Y
16-Apr-95,apr,1995,Invalid,USA,,M,12,N
13-Apr-95,apr,1995,Unprovoked,USA,,M,20,N
09-Apr-95,apr,1995,Unprovoked,AUSTRALIA,Diving,M,,N
09-Apr-95,apr,1995,Unprovoked,JAPAN,Scuba diving for bivalves,M,47,Y
21-Mar-95,mar,1995,Unprovoked,AUSTRALIA,Surf skiing,F,,N
11-Mar-95,mar,1995,Unprovoked,AUSTRALIA,Surfing,M,35,N
05-Mar-95,mar,1995,Unprovoked,BRAZIL,Swimming,,,Y
19-Feb-95,feb,1995,Unprovoked,SOUTH AFRICA,Swimming,M,22,N
24-Jan-95,jan,1995,Unprovoked,SOUTH AFRICA,Swimming,M,14,Y
02-Jan-95,jan,1995,Unprovoked,BRAZIL,Surfing,M,17,N
30-Dec-94,dec,1994,Unprovoked,SOUTH AFRICA,Body boarding,M,26,N
18-Dec-94,dec,1994,Unprovoked,USA,"Surfing, sitting on board",,,N
13-Dec-94,dec,1994,Unprovoked,BRAZIL,Surfing,M,,N
11-Dec-94,dec,1994,Unprovoked,BRAZIL,Surfing,M,,N
Reported      10-Dec-1994 ,dec,1994,Unprovoked,VANUATU,,,,
09-Dec-94,dec,1994,Invalid,AUSTRALIA,Murder victim,M,44,N
09-Dec-94,dec,1994,Unprovoked,USA,Commercial diver (submerged or treading water),M,42,Y
01-Dec-94,dec,1994,Unprovoked,BRAZIL,Surfing,M,,Y
25-Nov-94,nov,1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,,N
13-Nov-94,nov,1994,Unprovoked,USA,"Surfing, paddling seawards",F,34,N
06-Nov-94,nov,1994,Unprovoked,USA,Surfing,,,N
18-Oct-94,oct,1994,Unprovoked,BRAZIL,Surfing,,,N
17-Oct-94,oct,1994,Unprovoked,BRAZIL,Surfing,M,,N
09-Oct-94,oct,1994,Provoked,USA,Wading,F,9,N
05-Oct-94,oct,1994,Unprovoked,USA,Surfing,M,16,N
26-Sep-94,sep,1994,Unprovoked,USA,Swimming,F,30,N
21-Sep-94,sep,1994,Unprovoked,USA,Surfing,M,43,N
Reported 11-Sep-1994,sep,1994,Sea Disaster,USA,Adrift on refugee raft,M,7      &    31,Y
05-Sep-94,sep,1994,Unprovoked,USA,Jumped off rocks into white water,F,12,N
22-Aug-94,aug,1994,Unprovoked,JAPAN,,,,N
24-Jul-94,jul,1994,Unprovoked,BRAZIL,Surfing,M,15,N
09-Jul-94,jul,1994,Unprovoked,BRAZIL,Swimming,M,,Y
09-Jul-94,jul,1994,Unprovoked,REUNION,Windsurfing,M,24,Y
09-Jul-94,jul,1994,Unprovoked,SOUTH AFRICA,Surfing,M,22,Y
09-Jul-94,jul,1994,Unprovoked,SOUTH AFRICA,Surfing,M,31,N
08-Jul-94,jul,1994,Unprovoked,BRAZIL,Surfing,M,,N
08-Jul-94,jul,1994,Unprovoked,USA,Surfing,M,15,N
24-Jun-94,jun,1994,Unprovoked,BAHAMAS,Spearfishing,M,30,N
31-May-94,may,1994,Unprovoked,USA,Surfing,M,24,N
31-May-94,may,1994,Unprovoked,USA,Surfing,M,28,N
28-May-94,may,1994,Unprovoked,USA,Spearfishing,M,35,N
24-May-94,may,1994,Unprovoked,USA,Wading,F,36,N
23-May-94,may,1994,Unprovoked,USA,Wading,M,26,N
15-May-94,may,1994,Unprovoked,USA,Surfing,M,22,N
Reported 16-Apr-1994,apr,1994,Invalid,USA,,F,25,Y
15-Apr-94,apr,1994,Unprovoked,REUNION,,,,Y
06-Apr-94,apr,1994,Unprovoked,BAHAMAS,Wading,M,20?,N
03-Apr-94,apr,1994,Unprovoked,USA,Freediving for seashells,M,71,N
02-Apr-94,apr,1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,,Y
23-Mar-94,mar,1994,Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,F,19,N
23-Mar-94,mar,1994,Unprovoked,CHILE,Swimming alongside NOAA research vessel Discoverer,M,,N
07-Mar-94,mar,1994,Provoked,USA,Removing shark from tank in nightclub ,M,33,N
01-Mar-94,mar,1994,Unprovoked,BRAZIL,Surfing,M,25,N
27-Feb-94,feb,1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,,N
19-Feb-94,feb,1994,Unprovoked,USA,Surfing,M,23,N
13-Feb-94,feb,1994,Provoked,USA,Fishing,M,,N
12-Feb-94,feb,1994,Unprovoked,SOUTH AFRICA,Surfing,M,15,N
31-Jan-94,jan,1994,Unprovoked,BRAZIL,Swimming,M,,N
31-Jan-94,jan,1994,Unprovoked,USA,Surfing,M,,Y
30-Jan-94,jan,1994,Unprovoked,SOUTH AFRICA,Windsurfing,M,44,N
Reported 12-Jan-1994,jan,1994,Boat,AUSTRALIA,Fishing,,,N
09-Jan-94,jan,1994,Unprovoked,AUSTRALIA,"Swimming, after falling off towed kneeboard",M,23,N
03-Jan-94,jan,1994,Unprovoked,SOUTH AFRICA,Swimming ,M,33,N
28-Nov-93,nov,1993,Unprovoked,USA,Swimming,M,30,N
21-Nov-93,nov,1993,Unprovoked,AUSTRALIA,Hookah diving,M,27,Y
12-Nov-93,nov,1993,Unprovoked,USA,"Surfing, paddling shorewards",M,,N
30-Oct-93,oct,1993,Unprovoked,USA,Surfing,M,26,N
26-Oct-93,oct,1993,Unprovoked,USA,Swimming,F,26,N
10-Oct-93,oct,1993,Boat,USA,Kayaking,F,34,N
30-Sep-93,sep,1993,Unprovoked,SOMALIA,Swimming,M,21,Y
26-Sep-93,sep,1993,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,N
16-Sep-93,sep,1993,Unprovoked,EL SALVADOR,Surfing,,15,N
16-Sep-93,sep,1993,Unprovoked,EL SALVADOR,Surfing,M,17,Y
14-Sep-93,sep,1993,Unprovoked,USA,Wading,M,19,N
09-Sep-93,sep,1993,Unprovoked,USA,,M,16,N
03-Sep-93,sep,1993,Unprovoked,SPAIN,Swimming,M,69,N
21-Aug-93,aug,1993,Unprovoked,BAHAMAS,Spearfishing,M,51,N
Reported      19-Aug-1993,aug,1993,Unprovoked,USA,Surfing,,13,N
 19-Aug-1993,aug,1993,Unprovoked,USA,"Surfing, paddling seawards",M,,N
15-Aug-93,aug,1993,Boat,USA,Watching the shark feeding on a dead pinniped,,,N
15-Aug-93,aug,1993,Unprovoked,USA,Riding floatation device,F,19,N
14-Aug-93,aug,1993,Boat,AUSTRALIA,Fishing,,,N
12-Aug-93,aug,1993,Unprovoked,USA,Free diving for abalone (ascending),M,39,N
30-Jul-93,jul,1993,Unprovoked,SOUTH AFRICA,Surfing,M,28,N
07-Jul-93,jul,1993,Unprovoked,USA,Playing,F,12,N
30-Jun-93,jun,1993,Unprovoked,BRAZIL,Swimming,M,,Y
29-Jun-93,jun,1993,Unprovoked,REUNION,Body boarding,M,16,N
11-Jun-93,jun,1993,Unprovoked,HONG KONG,Swimming,M,61,Y
11-Jun-93,jun,1993,Unprovoked,MEXICO,Scuba diving,F,42,Y
10-Jun-93,jun,1993,Unprovoked,USA,Paddling on surfboard or body board,M,22,N
09-Jun-93,jun,1993,Unprovoked,AUSTRALIA,Scuba diving,M,31,Y
05-Jun-93,jun,1993,Unprovoked,AUSTRALIA,Scuba diving at seal colony,F,34,Y
01-Jun-93,jun,1993,Unprovoked,HONG KONG,Swimming,M,42,Y
27-Mar-93,mar,1993,Unprovoked,BRAZIL,Surfing,M,,N
22-Mar-93,mar,1993,Unprovoked,USA,Floating on his back,M,25,N
17-Mar-93,mar,1993,Unprovoked,JAPAN,,,,N
14-Mar-93,mar,1993,Unprovoked,USA,Paddling on surfboard,M,35,N
12-Mar-93,mar,1993,Unprovoked,USA,Free diving & spearfishing (ascending),M,55,N
19-Feb-93,feb,1993,Sea Disaster,TONGA,Sea disaster,M,,N
18-Feb-93,feb,1993,Sea Disaster,TONGA,Sea disaster,M,,N
04-Feb-93,feb,1993,Provoked,AUSTRALIA,Fishing,M,69,N
23-Jan-93,jan,1993,Unprovoked,BRAZIL,Body boarding,M,15,N
05-Jan-93,jan,1993,Unprovoked,AUSTRALIA,Spearfishing,M,21,N
04-Jan-93,jan,1993,Boat,CARIBBEAN SEA,   ,M,32 & 30,N
02-Jan-93,jan,1993,Unprovoked,USA,Surfing,M,29,N
28-Dec-92,dec,1992,Unprovoked,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,N
23-Dec-92,dec,1992,Unprovoked,USA,Lying on surfboard,M,30,N
29-Nov-92,nov,1992,Unprovoked,USA,Spearfishing / free diving,M,31,N
25-Nov-92,nov,1992,Unprovoked,USA,Surfing,M,19,N
23-Nov-92,nov,1992,Unprovoked,USA,Surfing,M,24,N
14-Nov-92,nov,1992,Boat,USA,Kayaking,M,46,N
Reported 12-Nov-1992,nov,1992,Unprovoked,FIJI,Scuba diving,M,30,N
11-Nov-92,nov,1992,Unprovoked,USA,Scuba diving (submerged),M,40,N
06-Nov-92,nov,1992,Unprovoked,USA,Surfing,M,17,N
05-Nov-92,nov,1992,Unprovoked,USA,Body boarding,M,18,Y
29-Oct-92,oct,1992,Unprovoked,USA,Hookah diving for sea urchins,M,40,N
22-Oct-92,oct,1992,Unprovoked,USA,Surfing,M,28,N
15-Oct-92,oct,1992,Unprovoked,AUSTRALIA,Scuba diving,M,,N
11-Oct-92,oct,1992,Unprovoked,BRAZIL,Boogie boarding,,,N
01-Oct-92,oct,1992,Unprovoked,AUSTRALIA,Surfing,M,28,Y
18-Sep-92,sep,1992,Unprovoked,BRAZIL,Body boarding,M,,N
13-Sep-92,sep,1992,Unprovoked,USA,Surfing,M,20,N
11-Sep-92,sep,1992,Unprovoked,USA,Standing,F,18,N
10-Sep-92,sep,1992,Unprovoked,BRAZIL,Swimming,M,,Y
29-Aug-92,aug,1992,Unprovoked,BAHAMAS,"Snorkeling, carrying a speared fish in her hand",F,34,N
25-Aug-92,aug,1992,Unprovoked,AUSTRALIA,Surfing,M,17,N
21-Aug-92,aug,1992,Invalid,USA,Fell from cliff while fishing & disappeared in strong current,M,,Y
18-Aug-92,aug,1992,Unprovoked,USA,Surfing,M,22,N
17-Aug-92,aug,1992,Provoked,USA,Snorkeling,M,26,N
23-Jul-92,jul,1992,Invalid,USA,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,,Y
21-Jul-92,jul,1992,Unprovoked,USA,Standing,F,42,N
08-Jul-92,jul,1992,Unprovoked,BRAZIL,Surfing,M,,N
08-Jul-92,jul,1992,Unprovoked,BRAZIL,Surfing,M,,N
28-Jun-92,jun,1992,Unprovoked,BRAZIL,Swimming,M,,Y
28-Jun-92,jun,1992,Unprovoked,REUNION,Surfing,M,16,Y
19-Jun-92,jun,1992,Unprovoked,VANUATU,Swimming,F,21,N
17-Jun-92,jun,1992,Boat,JAPAN,Preparing to fish for jack-mackerel,,,N
31-May-92,may,1992,Invalid,USA,Scuba diving ,M,45,Y
22-May-92,may,1992,Unprovoked,REUNION,Surfing,M,,Y
24-Apr-92,apr,1992,Unprovoked,NEW ZEALAND,Snorkeling,M,,N
09-Apr-92,apr,1992,Unprovoked,SOUTH AFRICA,Surfing,M,35,N
28-Mar-92,mar,1992,Unprovoked,USA,"Surfing, paddling seawards",F,36,N
10-Mar-92,mar,1992,Unprovoked,AUSTRALIA,Surfing,M,17,N
08-Mar-92,mar,1992,Unprovoked,JAPAN,Hookah diving for pen shells ,M,41,Y
08-Mar-92,mar,1992,Boat,JAPAN,"Fishing for yellowtail, Seriola quinqueradiata",,,N
08-Mar-92,mar,1992,Unprovoked,USA,Surfing (sitting on his board),M,21,N
19-Feb-92,feb,1992,Unprovoked,USA,Body boarding,M,,Y
14-Feb-92,feb,1992,Unprovoked,JAPAN,Diving for pen shells,M,,N
09-Feb-92,feb,1992,Invalid,AUSTRALIA,Surfing,M,19,N
29-Jan-92,jan,1992,Unprovoked,REUNION,Spearfishing,M,,N
29-Jan-92,jan,1992,Unprovoked,AUSTRALIA,Boogie boarding,M,19,N
23-Jan-92,jan,1992,Unprovoked,SOUTH AFRICA,Swimming ,M,19,N
08-Jan-92,jan,1992,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,N
06-Jan-92,jan,1992,Unprovoked,MAURITIUS,Fishing,M,,N
03-Jan-92,jan,1992,Unprovoked,JAPAN,,M,,N
04-Dec-91,dec,1991,Unprovoked,USA,Hookah diving for sea urchins,M,25,N
26-Nov-91,nov,1991,Unprovoked,USA,Snorkeling,F,41,Y
26-Nov-91,nov,1991,Unprovoked,USA,Snorkeling,F,,N
19-Nov-91,nov,1991,Unprovoked,USA,"Fishing from rocks, swept out to sea by large wave & treading water",M,,Y
14-Nov-91,nov,1991,Provoked,USA,Fishing,M,,N
12-Oct-91,oct,1991,Unprovoked,USA,Surfing,M,21,N
05-Oct-91,oct,1991,Unprovoked,USA,Surfing,M,32,N
19-Sep-91,sep,1991,Invalid,BAHAMAS,Spearfishing,M,32,Y
08-Sep-91,sep,1991,Unprovoked,AUSTRALIA,Scuba diving,M,19,Y
30-Aug-91,aug,1991,Provoked,AUSTRALIA,Finning the shark that bit him,M,36,N
26-Aug-91,aug,1991,Unprovoked,USA,Swimming,M,23,N
12-Aug-91,aug,1991,Unprovoked,USA,Wading,F,10,N
09-Aug-91,aug,1991,Provoked,USA,Fishing,M,,N
30-Jul-91,jul,1991,Boat,ITALY,Canoeing,F,40,N
27-Jul-91,jul,1991,Unprovoked,USA,Snorkeling,M,39,N
18-Jul-91,jul,1991,Unprovoked,USA,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,N
07-Jul-91,jul,1991,Unprovoked,USA,Swimming,M,22,N
01-Jul-91,jul,1991,Unprovoked,REUNION,Surfing,M,30,N
01-Jul-91,jul,1991,Unprovoked,USA,Surfing,M,32,N
29-Jun-91,jun,1991,Unprovoked,HONG KONG,,M,22,Y
28-Jun-91,jun,1991,Unprovoked,HONG KONG,Fishing,M,,Y
26-Jun-91,jun,1991,Unprovoked,USA,Surfing,M,18,N
07-Jun-91,jun,1991,Unprovoked,USA,Swimming behind sailboat,M,31,N
07-Jun-91,jun,1991,Unprovoked,HONG KONG,Swimming ,F,65,Y
26-May-91,may,1991,Unprovoked,USA,Sitting on surfboard,M,23,N
19-May-91,may,1991,Unprovoked,SOUTH AFRICA,Scuba diving,M,,N
24-Apr-91,apr,1991,Provoked,BRAZIL,Fishing,,,N
16-Apr-91,apr,1991,Provoked,USA,Diving,,,N
16-Apr-91,apr,1991,Unprovoked,USA,"Surfing, collided with shark",M,22,N
03-Apr-91,apr,1991,Unprovoked,USA,Sitting on surfboard,M,,N
03-Mar-91,mar,1991,Unprovoked,AUSTRALIA,Scuba diving,M,18,N
24-Feb-91,feb,1991,Unprovoked,USA,Surfing,M,38,N
12-Feb-91,feb,1991,Unprovoked,SOUTH AFRICA,Spearfishing,M,20,N
19-Jan-91,jan,1991,Unprovoked,AUSTRALIA,Swimming,M,35,N
09-Jan-91,jan,1991,Unprovoked,AUSTRALIA,Surf-skiing,M,,N
26-Dec-90,dec,1990,Invalid,SOUTH AFRICA,,M,,N
28-Nov-90,nov,1990,Unprovoked,AUSTRALIA,Swimming ,M,26,N
03-Nov-90,nov,1990,Unprovoked,USA,Scuba diving (but on surface),F,,N
01-Nov-90,nov,1990,Unprovoked,USA,Surfing,M,24,N
30-Oct-90,oct,1990,Unprovoked,USA,Surfing,M,50,N
30-Oct-90,oct,1990,Unprovoked,USA,Surfing,M,18,N
27-Oct-90,oct,1990,Unprovoked,AUSTRALIA,Swimming,M,26,N
25-Oct-90,oct,1990,Unprovoked,AUSTRALIA,Surfing,M,,N
20-Oct-90,oct,1990,Unprovoked,USA,Surfing,M,25,N
15-Oct-90,oct,1990,Unprovoked,USA,Surfing,M,43,N
12-Oct-90,oct,1990,Unprovoked,USA,Surfing,M,19,N
15-Sep-90,sep,1990,Unprovoked,SOUTH AFRICA,Spearfishing,M,26,N
08-Sep-90,sep,1990,Unprovoked,USA,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,N
05-Sep-90,sep,1990,Boat,USA,Kayaking,M,44,N
30-Aug-90,aug,1990,Invalid,USA,SCUBA diving,M,30,Y
28-Aug-90,aug,1990,Unprovoked,USA,Surfing,M,22,N
19-Aug-90,aug,1990,Unprovoked,USA,Surfing,M,,N
19-Aug-90,aug,1990,Unprovoked,USA,Wade fishing,M,18,N
22-Jul-90,jul,1990,Unprovoked,USA,Wading,F,53,N
08-Jul-90,jul,1990,Unprovoked,USA,Surfing,M,17,N
24-Jun-90,jun,1990,Unprovoked,SOUTH AFRICA,Scuba diving (but on surface),F,21,Y
23-Jun-90,jun,1990,Unprovoked,BAHAMAS,Spearfishing,M,38,N
13-May-90,may,1990,Provoked,SOUTH AFRICA,Fishing,,,N
10-May-90,may,1990,Unprovoked,AUSTRALIA,Snorkeling,F,30s,N
10-May-90,may,1990,Unprovoked,AUSTRALIA,"Snorkeling, possibly holding a fish",M,30s,N
06-May-90,may,1990,Unprovoked,SOUTH AFRICA,Resting on surfboard,M,22,N
